line,title,author,cited_num,relate,reverse_relate
"""Holomorphic isometry from a KÄahler manifold",A generalization of the momentum mapping construction for quaternionic Kähler manifolds,,192,0.00%,0.00%
"into a product of complex projective manifolds""",Holomorphic isometry from a Kähler manifold into a product of complex projective manifolds,Y Yuan,15,100.00%,46.15%
"""CR and Holomorphic Embed-",On a linearity problem for proper holomorphic maps between balls in complex spaces of different dimensions,,114,0.00%,0.00%
"dings and Pseudo-conformally Flat KÄahler Metrics""","53–XX Differential geometry {For differential topology, see 57Rxx. For foundational questions of differentiable manifolds, see 58Axx.}",,0,0.00%,0.00%
Non-embeddable real algebraic hypersurfaces,Non-embeddable real algebraic hypersurfaces,D Zaitsev,4,100.00%,100.00%
"""Chern-Moser-Weyl tensor and a CR transver-",Invariant theory in Cauchy-Riemann geometry and applications to the study of holomorphic mappings,,0,16.67%,7.69%
"sality problem""",[CITATION][C] The problem of universals in language,,513,0.00%,0.00%
On a theorem of Calabi,A generalization of a theorem by Calabi to the parabolic Monge-Ampere equation,CE Gutiérrez,25,80.00%,33.33%
"""Holomorphic maps between hy-",On a linearity problem for proper holomorphic maps between balls in complex spaces of different dimensions,,114,50.00%,12.50%
"perquadrics with small di®erence in signature""",CR submanifolds in hyperquadrics,Y Yuan,0,16.67%,25.00%
On the equivalence problem for Bishop surfaces,Equivalence problem for Bishop surfaces,,6,57.14%,80.00%
"""A criterion for a rational map",A numerical criterion for uniruledness,,206,33.33%,40.00%
"to be equivalent to a polynomial map""",The set of points at which a polynomial map is not proper,Z Jelonek,96,28.57%,16.67%
"""A codimension two CR singular submanifold",A codimension two CR singular submanifold that is formally equivalent to a symmetric quadric,,23,83.33%,35.71%
"that is formally equivalent to a symmetric quadric""",A codimension two CR singular submanifold that is formally equivalent to a symmetric quadric,,23,87.50%,50.00%
"""A Bishop surface with a vanishing Bishop in-",A Bishop surface with a vanishing Bishop invariant,,46,75.00%,75.00%
"variant""",Bi-CGSTAB: A fast and smoothly converging variant of Bi-CG for the solution of nonsymmetric linear systems,HA Van der Vorst,5342,0.00%,0.00%
"""Monotonicity for the Chern-Moser-Weyl curva-",Monotonicity for the Chern-Moser-Weyl curvature tensor and CR embeddings,,13,60.00%,33.33%
"ture tensor and CR embeddings""",Monotonicity for the Chern-Moser-Weyl curvature tensor and CR embeddings,,13,60.00%,33.33%
"""Super-rigidity for CR embeddings",Super-rigidity for CR embeddings of real hypersurfaces into hyperquadrics,,23,75.00%,33.33%
"of real hypersurfaces into hyperquadrics""",Super-rigidity for CR embeddings of real hypersurfaces into hyperquadrics,,23,80.00%,44.44%
"""On the CR umbilical points on real ellipsoids in",Every real ellipsoid in ℂ² admits CR umbilical points,S Ji,10,55.56%,55.56%
"complex two-spaces""",Harmonic maps from surfaces to complex projective spaces,,336,50.00%,12.50%
On the isolated complex singularities and their CR links,Isolated complex singularities and their CR links,,5,66.67%,85.71%
"""A new gap phenomenon for proper holo-",Recent progress on two problems in several complex variables,S Ji,12,0.00%,0.00%
"morphic maps from Bn into BN""",Compact composition operators on .,,95,0.00%,0.00%
"""On a CR family of compact strongly","[CITATION][C] Compactness, regularity, and uniform continuity properties of strongly continuous cosine families",GF Webb,174,28.57%,16.67%
"pseudoconvex CR manifolds""",[CITATION][C] Estimates for∂ b on pseudoconvex CR manifolds,,85,66.67%,25.00%
"""Super-rigidity for holomorphic mappings",Super-rigidity for holomorphic mappings between hyperquadrics with positive signature,,49,75.00%,33.33%
"between hyperquadrics with positive signatures""",Super-rigidity for holomorphic mappings between hyperquadrics with positive signature,,49,80.00%,44.44%
"""The equivalence problem and rigidity",The equivalence problem and rigidity for hypersurfaces embedded into hyperquadrics,D Zaitsev,56,80.00%,40.00%
"for hypersurfaces embedded into hyperquadrics""",The equivalence problem and rigidity for hypersurfaces embedded into hyperquadrics,D Zaitsev,56,80.00%,40.00%
"""several results for holomorphic mappings from",Several results for holomorphic mappings from Bn into BN,S Ji,14,83.33%,55.56%
"Bn into BN""",Folate deficiency causes uracil misincorporation into human DNA and chromosome breakage: implications for cancer and neuronal damage,,1387,33.33%,5.88%
"""Rigidity of CR-immersions into",Rigidity of CR-immersions into spheres,D Zaitsev,53,75.00%,60.00%
"spheres""",Controlled growth of monodisperse silica spheres in the micron size range,,11541,0.00%,0.00%
On a semi-linearity property for holomorphic maps,The characterization of biharmonic morphisms,YL Ou,14,0.00%,0.00%
"""Punctured local holomorphic De",Punctured local holomorphic de Rham cohomology,,7,50.00%,33.33%
"Rham Cohomology""",On the De Rham cohomology of algebraic varieties,,295,50.00%,12.50%
"""Cartan-Chern-Moser theory on algebraic hyper-",An example of a real analytic strongly pseudoconvex hypersurface which is not holomorphically equivalent to any algebraic hypersurface,S Ji,21,20.00%,5.56%
surfaces and an application to the study of automorphism groups of algebraic,Discrete reflection groups in Lobachevsky spaces and algebraic surfaces,,145,33.33%,44.44%
"domains""",Elliptic problems in nonsmooth domains,,5319,0.00%,0.00%
Mapping Bn into B2n¡1,Mapping Bn into B2n-1,S Ji,82,75.00%,75.00%
"""An example of a real analytic",[CITATION][C] Introduction to real-analytic sets and real-analytic maps,,165,0.00%,0.00%
strongly pseudoconvex hypersurface which is not holomorphically equivalent to,An example of a real analytic strongly pseudoconvex hypersurface which is not holomorphically equivalent to any algebraic hypersurface,S Ji,21,111.11%,50.00%
"any algebraic hypersurfaces""",On the mapping problem for algebraic real hypersurfaces,,214,33.33%,12.50%
"""On a generalized re°ection principle in 2-spaces,",Toeplitz operators on generalised H 2 spaces,,19,0.00%,0.00%
"Complex Analysis and Geometry""",Applied statistical decision theory,,3815,0.00%,0.00%
"""A removable singularity property for CR mappings between",A removable singularity property for cr mappings between real analytic hypersurfaces: Real analytic hypersurfaces,,7,75.00%,42.86%
"real analytic hypersurfaces""",Germs of CR maps between real analytic hypersurfaces,,110,66.67%,25.00%
"""Mappings between degenerate real",Proper holomorphic mappings between real-analytic pseudoconvex domains in,,135,25.00%,12.50%
"analytic hypersurfaces in Cn""",Parametrization of local biholomorphisms of real analytic hypersurfaces,,73,50.00%,25.00%
"""On a linearity problem of proper holomorphic maps between",On a linearity problem for proper holomorphic maps between balls in complex spaces of different dimensions,,114,88.89%,50.00%
"balls in complex spaces of di®erent dimensions""",The self-made tapestry: pattern formation in nature,,836,14.29%,14.29%
"""Global holomorphic extension of a local map",Global holomorphic extension of a local map and a Riemann mapping theorem for algebraic domains,S Ji,30,100.00%,40.00%
"and a Riemann mapping theorem for algebraic domains""",A Riemann mapping theorem for bounded symmetric domains in complex Banach spaces,,422,50.00%,33.33%
On an n-manifold in Cn near an elliptic complex tangent,On an 𝑛-manifold in 𝐂ⁿ near an elliptic complex tangent,,32,80.00%,80.00%
Schwarz re°ection principle in complex spaces of dimension two,Primate motor cortex and free arm movements to visual targets in three-dimensional space. I. Relations between single cell discharge and direction of movement,,621,22.22%,8.70%
"""Regularity of CR mappings",Regularity of CR mappings,,35,75.00%,75.00%
"between algebraic hypersurfaces""",Regularity of CR mappings between algebraic hypersurfaces,,105,66.67%,28.57%
"of domains in Cn""",Fredholm operators associated with strongly pseudoconvex domains in Cn,,134,50.00%,22.22%
"""Proper holomorphic mappings between real ana-",Analytic continuation of germs of holomorphic mappings between real hypersurfaces in Cn.,,31,66.67%,33.33%
"lytic domains in Cn""",A divergence in the MAP kinase regulatory network defined by MEK kinase and Raf,,1100,25.00%,7.14%
On a problem of Moser,On a problem of Moser,,48,100.00%,100.00%
"""Non-vanishing of the di®er-",Outline of a theory of thought-processes and thinking machines,,651,50.00%,11.11%
"ential of holomorphic mappings at boundary points""",Boundary Behavior of Holomorphic Functions of Several Complex Variables.(MN-11),,421,28.57%,11.11%
"""A rigidity problem for holomorphic mappings on a class of weakly",[CITATION][C] A boundary rigidity problem for holomorphic mappings on some weakly pseudoconvex domains,,33,63.64%,53.85%
"pseudoconvex domains""",The Bergman kernel and biholomorphic mappings of pseudoconvex domains,,784,50.00%,11.11%
"""A localized Hopf lemma for",Sensitivity analysis for variational inclusions by Wiener-Hopf equation techniques,A Moudafi MA Noor,36,20.00%,11.11%
"holomorphic functions""",Spaces of holomorphic functions in the unit ball,K Zhu,945,50.00%,12.50%
"""On the mapping problem for algebraic real hypersurfaces in",On the mapping problem for algebraic real hypersurfaces,,214,77.78%,87.50%
"complex spaces of di®erent dimensions""",Comparative performance of different chrominance spaces for color segmentation and detection of human faces in complex scene images,,207,80.00%,16.67%
"""A non-degeneracy property of extremal mappings and iterates of",A non-degeneracy property of extremal mappings and iterates of holomorphic self-mappings,,18,88.89%,72.73%
"holomorphic self-mappings""",Iterating holomorphic self-mappings of the Hilbert ball,,32,50.00%,14.29%
"""A preservation principle of extremal mappings near a strongly",A preservation principle of extremal mappings near a strongly pseudoconvex point and its applications,,14,88.89%,57.14%
"pseudoconvex point and its applications""",Filling by holomorphic discs and its applications,,334,40.00%,28.57%
"""A unique continuation problem for holomor-",A unique continuation problem for holomorphic mappings,,22,66.67%,57.14%
"phic mappings""",The Bergman kernel function and proper holomorphic mappings,,89,0.00%,0.00%
"""Proper holomorphic self-mappings of Hartogs",Proper holomorphic self-mappings of Hartogs domains in .,,2,80.00%,50.00%
"domains in C2""",Membrane targeting by C1 and C2 domains,,236,33.33%,14.29%
"""Some applications of Bell's theorem to weakly pseudoconvex",Some applications of Bell's theorem to weakly pseudoconvex domains,,17,87.50%,77.78%
"domains""",Elliptic problems in nonsmooth domains,,5319,0.00%,0.00%
"Modularized Design for Cooperative Control and Plug-And-Play Operation of Networked Heterogeneous Systems,”",Modularized design for cooperative control and plug-and-play operation of networked heterogeneous systems,Z Qu,10,33.33%,33.33%
"“Optimal, Nonlinear, and Distributed Designs of Droop Controls for DC Microgrid,”","Optimal, nonlinear, and distributed designs of droop controls for DC microgrids",A Maknouninejad Z Qu FL Lewis,32,36.36%,36.36%
"`Design, Modeling and Optimization of an Ocean Wave Power Generation Buoy,","Design, Modeling and Optimization of an Ocean Wave Power Generation Buoy",Z Qu KC Lin,1,81.82%,81.82%
"“Realizing Unified Microgrid Voltage Profile and Loss Minimization: a Cooperative Distributed Optimization Approach,”",Realizing unified microgrid voltage profile and loss minimization: A cooperative distributed optimization and control approach,A Maknouninejad Z Qu,37,15.38%,6.67%
"“Distributed Finite-time Consensus of Nonlinear Systems Under Switching Topologies,”",Distributed finite-time consensus of nonlinear systems under switching topologies,Z Qu,38,11.11%,11.11%
"Cooperative Control with Distributed Gain Adaptation and Connectivity Estimation for Directed Networks,",Cooperative control with distributed gain adaptation and connectivity estimation for directed networks,Z Qu F Lewis,26,33.33%,33.33%
Nonlinear control and synchronization of a class of nonlinear coupled dynamical systems,Nonlinear control and synchronization of a class of nonlinear coupled dynamical systems,Z Qu,1,100.00%,100.00%
"Secondary Control of Microgrids Based on Distributed Cooperative Control of Multi-agent Systems,",Secondary control of microgrids based on distributed cooperative control of multi-agent systems,A Bidram A Davoudi FL Lewis Z Qu,136,33.33%,33.33%
"Distributed estimation of algebraic connectivity of directed networks,",Distributed estimation of algebraic connectivity of directed networks,Z Qu,23,87.50%,87.50%
"Lyapunov, Adaptive, and Optimal Design Techniques for Cooperative Systems on Directed Communication Graphs,","Lyapunov, adaptive, and optimal design techniques for cooperative systems on directed communication graphs",H Zhang FL Lewis Z Qu,241,30.77%,30.77%
"Cooperative Control for Self-Organizing Microgrids and Game Strategies for Optimal Dispatch of Distributed Renewable Generations,",Cooperative control for self-organizing microgrids and game strategies for optimal dispatch of distributed renewable generations,A Maknouninejad W Lin HG Harno Z Qu,32,33.33%,33.33%
"Atomic-Scale Friction Control by Vibration Using Friction Force Microscope,",Atomic-scale friction control by vibration using friction force microscope,Y Guo Z Wang Z Qu,2,11.11%,11.11%
Cooperative Control Strategy for Multiple Photovoltaic Generators in Distribution Networks,Cooperative control strategy for multiple photovoltaic generators in distribution networks,H Xin Z Qu,44,30.00%,30.00%
"Analysis and Control of Two-Layer Frenkel-Kontorova Model,",Analysis and Control of Two-Layer Frenkel—Kontorova Model,,0,71.43%,71.43%
"A Self Organizing Strategy for Power Flow Control of Photovoltaic Generators in a Distribution Network,",A self-organizing strategy for power flow control of photovoltaic generators in a distribution network,H Xin Z Qu,176,33.33%,35.71%
Cooperative Attitude synchronization for rigid-body spacecrafts via varying communication topology,Cooperative attitude synchronization for rigid-body spacecraft via varying communication topology,Z Qu,8,80.00%,80.00%
"Nonlinear Positive Observer Design for Positive Dynamical Systems,",Nonlinear positive observer design for positive dynamical systems,J Wang Z Qu,7,25.00%,25.00%
"Saturated Control of Chained Nonholonomic Systems,",Saturated control of chained nonholonomic systems,Z Qu,12,33.33%,33.33%
"Smooth Time-Varying Pure Feedback Control for Chained Nonholonomic Systems with Exponential Convergent Rate,",Smooth time-varying pure feedback control for chained non-holonomic systems with exponential convergent rate,Z Qu,15,23.08%,23.08%
"Comparison of Optimal Solutions to Real-time Path Planning for a Mobile Vehicle,",Comparison of optimal solutions to real-time path planning for a mobile vehicle,Z Qu J Wang,33,41.67%,41.67%
“Approximation based adaptive tracking control of uncertain nonholonomic mechanical systems”,Approximation based adaptive tracking control of uncertain nonholonomic mechanical systems,J Wang Z Qu,4,80.00%,80.00%
"“A Reduced-Order Analytical Solution to Mobile Robot Trajectory Generation in the Presence of Moving Obstacles,”",A reduced-order analytical solution to mobile robot trajectory generation in the presence of moving obstacles,J Wang Z Qu Y Guo,8,26.67%,26.67%
"Neural Network Solution for Suboptimal Control of Nonholonomic Chained Form System,",Neural network solution for suboptimal control of non-holonomic chained form system,T Cheng Z Qu FL Lewis,5,27.27%,27.27%
"Real-Time and Optimized Trajectory Planning for a Fixed Wing Vehicle Flying in a Dynamic Environment,",Real-time optimized trajectory planning for a fixed-wing vehicle flying in a dynamic environment,Z Qu J Wang,5,26.67%,30.77%
"Optimal Real-Time Collision-Free Motion Planning for AUVs in a 3D Underwater Space,",Real-time collision-free motion planning of a mobile robot using a neural dynamics-based approach,SX Yang MQH Meng,127,16.67%,7.69%
"Robust Adaptive Control of a Class of Nonlinearly Parameterized Time Varying Uncertain Systems,",Robust adaptive control of a class of nonlinearly parameterised time-varying uncertain systems,J Wang Z Qu,29,30.77%,33.33%
"“Performance index based learning controls for the partial nonregular systems using lifting technique,”",Performance index based learning controls for the partial non-regular systems using lifting technique,Z Qu,0,76.92%,76.92%
"Continuous Control Designs for Stabilizing Chained Systems: A Global State Scaling Transformation and A Time Scaling Method,",Continuous Control Designs for Stabilizing Chained Systems; A Global State Scaling Transformation and A Time Scaling Method,Z Qu J Wang,4,88.24%,88.24%
"Control of friction dynamics of an one-dimensional particle array,”",Control of frictional dynamics of a one-dimensional particle array,Y Guo Z Qu,20,66.67%,66.67%
"Cooperative Control of Dynamical Systems with Application to Autonomous Vehicles,",Cooperative control of dynamical systems with application to autonomous vehicles,Z Qu J Wang,282,40.00%,40.00%
"Impact of Saturation Nonlinearities/Disturbances on the Small-Signal Stability of Power Systems: An Analytical Approach,",Impact of saturation nonlinearities/disturbances on the small-signal stability of power systems: An analytical approach,H Xin Z Qu,8,42.86%,42.86%
"Novel iterative learning controls for linear discrete-time systems based on a performance index over iterations,",Novel iterative learning controls for linear discrete-time systems based on a performance index over iterations,Z Qu,16,93.33%,93.33%
"Real-Time Obstacles Avoidance for Vehicles in the DARPA Urban Challenge,",Real-time Obstacles Avoidance for Vehicles in the Urban Grand Challenge.,Z Qu J Wang,9,70.00%,70.00%
Methods for estimating stability regions with applications to power systems,Methods for estimating stability regions with applications to power systems,H Xin Z Qu,6,100.00%,100.00%
"Cascaded Feedback Linearization and Its Application to Stabilization of Nonholonomic Systems,",Cascaded feedback linearization and its application to stabilization of nonholonomic systems,J Wang Z Qu,6,36.36%,36.36%
"A global-stabilizing near-optimal control design for nonholonomic chained systems,",Global-stabilizing near-optimal control design for nonholonomic chained systems,Z Qu J Wang,62,66.67%,75.00%
"A New Curriculum on Planning and Cooperative Control of Autonomous Mobile Robots,",A new curriculum on planning and cooperative control of autonomous mobile robots,Z Qu,5,33.33%,33.33%
Design of guaranteed cost iterative learning algorithms based on LMI method,[CITATION][C] Designing of guaranteed cost iterative learning algorithms based on LMI method [J],Z Qu,2,90.91%,76.92%
"Globally Stabilizing Adaptive Control Design for Nonlinearly-Parameterized Systems,",Globally stabilizing adaptive control design for nonlinearly-parameterized systems,Z Qu J Wang,32,25.00%,25.00%
"Changeable moving-goal tracking for robots in the environment of dynamic multi-obstacles,",[CITATION][C] Changeable moving-goal tracking for robots in the environment of dynamic multi-obstacles.,SY Li ZH Qu,2,90.91%,83.33%
"A control-design-based solution to robotic ecology: Autonomy of achieving cooperative behavior from a high-level astronaut command,",A control-design-based solution to robotic ecology: Autonomy of achieving cooperative behavior from a high-level astronaut command,J Wang Z Qu,11,93.75%,93.75%
"Lyapunov stability and precise control of the frictional dynamics of an one-dimensional particle array,",Lyapunov stability and precise control of the frictional dynamics of a one-dimensional particle array,Y Guo Z Qu,22,85.71%,85.71%
"Simplified robust control for nonlinear uncertain Systems: A method of projection and on-line estimation,",Simplified robust control for nonlinear uncertain systems: a method of projection and online estimation,Z Qu,10,71.43%,71.43%
"Using Java/XML to enhance on-line learning architecture in engineering education,","Practical aspects of a condition monitoring system for a wind turbine with emphasis on its design, system architecture, testing and installation",SH Ahn,116,0.00%,0.00%
"Global Stabilization and Convergence of Nonlinear Systems with Uncertain Exogenous Dynamics,",Global stabilization and convergence of nonlinear systems with uncertain exogenous dynamics,Z Qu,4,36.36%,36.36%
"A New Analytical Solution to Mobile Robot Trajectory Generation in the Presence of Moving Obstacles,",A new analytical solution to mobile robot trajectory generation in the presence of moving obstacles,Z Qu J Wang,157,33.33%,33.33%
"Algorithms to Generate Partially Damaged Characters and Readability Study - for Autonomous Optical Character Recognition (OCR) Readers in Semiconductor Manufacturing,",Algorithms to generate partially damaged characters and readability study for OCR readers in semiconductor manufacturing,Z Qu,1,25.00%,33.33%
"Design and Successful Implementation of an NSF Research Experiences for Undergraduates Site in Semi-conductor Manufacturing,",Design and successful implementation of an NSF research experiences for undergraduates site in semiconductor manufacturing,Z Qu,3,46.67%,46.67%
"Design and simulation of robust and adaptive controls for a nonlinear string system,",Design and simulation of robust and adaptive controls for a nonlinear string system,Z Qu KC Lin,3,92.31%,92.31%
"A new nonlinear near-optimal control for space robotic systems,",A new nonlinear near-optimal control for space robotic systems,Z Qu,2,88.89%,88.89%
"2-D Shape Recognition Using Recursive Determination of Landmarks and Fuzzy ART Network Learning,",2D shape recognition using recursive determination of landmark and fuzzy ART network learning,,2,23.08%,23.08%
"Adaptive and Robust Controls of Uncertain Systems with Nonlinear Parameterization,",Adaptive and robust controls of uncertain systems with nonlinear parameterization,Z Qu,58,40.00%,40.00%
"Robust Fault-Tolerant Self-Recovering Control of Nonlinear Uncertain Systems,",Robust fault-tolerant self-recovering control of nonlinear uncertain systems,Z Qu,85,25.00%,25.00%
"An algorithm for siting nonlinearly designed controllers in power system,",Area load frequency control using fuzzy gain scheduling of PI controllers,,270,10.00%,9.09%
"Robust Control of Nonlinear Systems in the Presence of Unknown Exogenous Dynamics,",Robust control of nonlinear systems in the presence of unknown exogenous dynamics,Z Qu,15,41.67%,41.67%
"Loadability of power systems with steady state and dynamic security constraints,",Loadability of power systems with steady-state and dynamic security constraints,Z Qu,20,72.73%,80.00%
"An improved nonlinear control design for series DC motors,",An improved nonlinear control design for series DC motors,Z Qu,19,88.89%,88.89%
"A nonlinear robust HVDC control for parallel AC/DC power system,",A nonlinear robust HVDC control for a parallel AC/DC power system,Z Qu,30,90.00%,81.82%
"A new suboptimal control design for cascaded nonlinear systems,  Optimal Control: Applications & Methods, vol.23, pp.303-328, December 2002.",A new suboptimal control design for cascaded non‐linear systems,Z Qu,20,36.84%,77.78%
"Generalized nonlinear robust control design: the beam and ball example,",[CITATION][C] Generalized nonlinear robust control design: The beam and ball example,Z Qu,0,80.00%,72.73%
"Asymptotic learning control for a class of cascaded nonlinear uncertain systems,",Asymptotic learning control for a class of cascaded nonlinear uncertain systems,Z Qu,48,90.91%,90.91%
"An iterative learning algorithm for boundary control of a stretched moving string,",An iterative learning algorithm for boundary control of a stretched moving string,Z Qu,71,91.67%,91.67%
"Model-Based Learning Controls and Their Comparisons Using Lyapunov Direct Method,",Model‐Based Learning Controls And Their Comparisons Using Lyapunov Direct Method,Z Qu,92,70.00%,70.00%
"Robust control of nonlinear systems by estimating time variant uncertainties,",Robust control of nonlinear systems by estimating time variant uncertainties,Z Qu,49,90.00%,90.00%
"Determination of power transfer capacity of UPFC with consideration of system and equipment constraints and installation locations,",Determination of the power transfer capacity of a UPFC with consideration of the system and equipment constraints and of installation locations,Z Qu,16,100.00%,76.19%
"Nonlinear Simulation of a String System Under Boundary Robust Control,",Nonlinear simulation of a string system under boundary robust control,Z Qu,2,30.00%,30.00%
"Robust decentralized control for large scale power systems,",Nonlinear decentralized control of large-scale power systems,Y Guo DJ Hill,280,37.50%,42.86%
"Lyapunov recursive design of robust tracking control with L2-gain performance for electrically-driven robot manipulators,",Lyapunov recursive design of robust adaptive tracking control with L 2-gain performance for electrically-driven robot manipulators,Z Qu,44,85.71%,75.00%
"Robust and adaptive boundary control of a stretched string on a moving transporter,",Robust and adaptive boundary control of a stretched string on a moving transporter,Z Qu,64,92.31%,92.31%
"Nonlinear learning control for a class of nonlinear systems,",Nonlinear learning control for a class of nonlinear systems,Z Qu,44,88.89%,88.89%
"Robust learning control for robotic manipulators with an extension to a class of nonlinear systems,",Robust learning control for robotic manipulators with an extension to a class of non-linear systems,Z Qu,68,86.67%,86.67%
"A nonlinear learning control of robot manipulators in the presence of actuator dynamics,",On the adaptive control of robot manipulators,JJE Slotine,2169,38.46%,85.71%
"Multi-machine power system excitation control design via theories of FBLC and nonlinear robust control,",Multi machine power system excitation control design via theories of feedback linearization control and nonlinear robust control,Z Qu,76,92.86%,64.71%
"Robust fuzzy control for robot manipulators,",Robust fuzzy control for robot manipulators,Z Qu,77,83.33%,83.33%
"A comparison and simulation study of nonlinearly designed robust controllers for transient stability of power systems,",A comparison and simulation study of nonlinearly designed robust controllers for power system transient stability,Z Qu,21,87.50%,100.00%
"Robust iterative learning control for a class of nonlinear systems,",Robust iterative learning control for a class of nonlinear systems,Z Qu,130,90.00%,90.00%
Dynamic security assessment and automatic contingency selection: some experimental results,[CITATION][C] Dynamic security assessment and automatic contingency selection: some experimental results,Z QU,2,100.00%,90.91%
Probabilistic stability evaluation of a real transmission system,A probabilistic approach to power system stability analysis,A Bose,110,25.00%,25.00%
"Nonlinear robust control design for a helicopter model in vertical flight,",Modelling and control of mini-flying machines,P Castillo R Lozano AE Dzul,557,9.09%,16.67%
"Model reference robust control of systems with significant unmodeled dynamics,",Model reference robust control of systems with significant unmodelled dynamics,Z Qu,2,80.00%,80.00%
"Model reference robust control for MIMO systems,",Model reference robust control for MIMO systems,Z Qu,34,85.71%,85.71%
"Methodology and computer package for enhancing dynamic security,",Method for security shield implementation in computer system's software,,152,25.00%,22.22%
"A new nonlinear learning control for robotic manipulators,",A new nonlinear learning control for robot manipulators,Z Qu,10,75.00%,75.00%
"Toward a global decentralized control for large scale power systems,",[CITATION][C] Toward a global decentralized control for large-scale power systems,,2,70.00%,70.00%
"Continuous input-output robust tracking control of SISO continuous time systems with fast time-varying parameters: A model reference approach,",Continuous input-output robust tracking control of SISO continuous-time systems with fast time-varying parameters: a model reference approach,Z Qu DM Dawson,11,77.78%,82.35%
"Robust control design for nonlinear uncertain systems with an unknown time varying control direction,",Robust control design for nonlinear uncertain systems with an unknown time-varying control direction,Z Qu,35,78.57%,84.62%
"Nonlinear robust control design for robot manipulators with unmodeled actuator dynamics,",Nonlinear robust control design for robot manipulators with unmodeled actuator dynamics,Z Qu,2,90.91%,90.91%
"Large scale var optimization and planning by tabu search,",Large-scale var optimization and planning by tabu search,,63,66.67%,75.00%
"Design of globally stabilizing robust fuzzy control for a class of nonlinear systems,",[CITATION][C] Design of globally stabilizing robust fuzzy control for a class of nonlinear systems,,8,92.31%,85.71%
"Robust tracking control of an induction motor,",Robust tracking control of an induction motor,Z Qu,24,85.71%,85.71%
"Attenuation of nonlinearly state-dependent uncertainties: Robust control design and its application to robotic manipulators,",Attenuation of nonlinearly state-dependent uncertainties: robust control design and its application to robotic manipulators,Z Qu,15,85.71%,85.71%
"A new class of stabilizing controllers for nonlinear uncertain systems,",[CITATION][C] A new class of stabilizing controllers for nonlinear uncertain systems,Z Qu,4,90.00%,81.82%
"Hybrid adaptive control for the tracking of rigid-link electrically driven robots,",Hybrid adaptive control for the tracking of rigid-link electrically-driven robots,DM Dawson Z Qu,3,72.73%,80.00%
"Robust guaranteed cost control of uncertain nonlinear robotic systems using mixed minimum-time and quadratic performance index,",Robust guaranteed cost control of uncertain nonlinear robotic system using mixed minimum time and quadratic performance index,Z Qu,4,81.25%,76.47%
"Robust control design for nonlinear uncertain systems without generalized matching conditions,",Continuous robust control design for nonlinear uncertain systems without a priori knowledge of control direction,Z Qu,96,72.73%,46.67%
"Robust estimation and control of robotic manipulators,",Robust estimation and control of robotic manipulators,Z Qu DM Dawson,40,85.71%,85.71%
"Lyapunov direct design of robust control for electrical-mechanical systems composed of cascaded nonlinear uncertain subsystems,",Lyapunov direct design of robust control for electrical-mechanical systems composed of cascaded nonlinear uncertain subsystems,Z Qu DM Dawson,2,93.33%,93.33%
"Continuous robust control design for nonlinear uncertain systems without a priori knowledge of control direction,",Continuous robust control design for nonlinear uncertain systems without a priori knowledge of control direction,Z Qu,96,93.33%,93.33%
"Input-output robust tracking control design for flexible joint robots,",Input-output robust tracking control design for flexible joint robots,Z Qu,35,88.89%,88.89%
"Model reference robust control of a class of SISO systems,",Model reference robust control of a class of SISO systems,Z Qu DM Dawson,50,90.00%,90.00%
"Global robust adaptive control of power systems,",Global robust adaptive control of power systems,Z Qu JM McCalley,22,85.71%,85.71%
"On the robust control of two manipulators holding a rigid object,",On the robust control of two manipulators holding a rigid object,D Dawson Z Qu,5,90.91%,90.91%
"A general control structure for self-tuning control,",Adaptive control,R Lozano,2673,14.29%,50.00%
The Value of Acetylcholine Receptor Antibody in Children with Postural Tachycardia Syndrome,The value of acetylcholine receptor antibody in children with postural tachycardia syndrome,J Li,5,33.33%,33.33%
Assessment of therapeutic biomarkers in the treatment of children with postural tachycardia syndrome and vasovagal syncope,Assessment of therapeutic biomarkers in the treatment of children with postural tachycardia syndrome and vasovagal syncope,,7,100.00%,100.00%
S2-3 BRG1-dependent epigenetic control of vascular smooth muscle cell proliferation by hydrogen sulfide,Brg1-dependent epigenetic control of vascular smooth muscle cell proliferation by hydrogen sulfide,L Li S Chen,18,84.62%,91.67%
Usefulness of Plasma Copeptin as a Biomarker to Predict the Therapeutic Effectiveness of Metoprolol for Postural Tachycardia Syndrome in Children,Usefulness of plasma copeptin as a biomarker to predict the therapeutic effectiveness of metoprolol for postural tachycardia syndrome in children,,12,45.00%,45.00%
Assessment of therapeutic biomarkers in the treatment of children with postural tachycardia syndrome and vasovagal syncope,Assessment of therapeutic biomarkers in the treatment of children with postural tachycardia syndrome and vasovagal syncope,,7,100.00%,100.00%
Plasma Copeptin and Therapeutic Effectiveness of Midodrine Hydrochloride on Postural Tachycardia Syndrome in Children,Plasma copeptin and therapeutic effectiveness of midodrine hydrochloride on postural tachycardia syndrome in children,,10,35.71%,35.71%
Hydrogen Sulfide Maintains Mesenchymal Stem Cell Function and Bone Homeostasis via Regulation of Ca 2+ Channel Sulfhydration,Hydrogen sulfide maintains mesenchymal stem cell function and bone homeostasis via regulation of Ca 2+ channel sulfhydration,Y Zhou,65,35.29%,35.29%
