line,title,author,cited_num,relate,reverse_relate
Model of a pH-Based Potentiometric Biosensor Immobilizing Organophosphorus Hydrolase,Model of a pH‐Based Potentiometric Biosensor Immobilizing Organophosphorus Hydrolase,,5,88.89%,88.89%
Routing for the Pennsylvania Maglev system by a genetic algorithm,Routing for the Pennsylvania Maglev system by a genetic algorithm,YY Cao Z Lin,1,100.00%,100.00%
Hong Kong solar radiation on building facades evaluated by numerical models,Hong Kong solar radiation on building facades evaluated by numerical models,KF Fong Z Lin,29,100.00%,100.00%
Spectroscopic characterization of Au biosorption by waste biomass of,Spectroscopic characterization of Au 3+ biosorption by waste biomass of Saccharomyces cerevisiae,J Wu,167,100.00%,75.00%
Mining the structural knowledge of high-dimensional medical data using isomap,Mining the structural knowledge of high-dimensional medical data using isomap,C Zhang X Zhang,17,100.00%,100.00%
Min–max MPC algorithm for LPV systems subject to input saturation,Min–max MPC algorithm for LPV systems subject to input saturation,YY Cao Z Lin,53,100.00%,100.00%
Multiscale Electrochemistry Modeling of Solid Oxide Fuel Cells,Multiscale electrochemistry modeling of solid oxide fuel cells,MA Khaleel,14,25.00%,25.00%
A further insight into the mechanism of Ag biosorption by sp. strain A09,A further insight into the mechanism of Ag+ biosorption by Lactobacillus sp. strain A09,J Wu,74,92.31%,85.71%
Thin-film transformations and volatile products in the formation of nanoporous low-k polymethylsilsesquioxane-based dielectric,Thin-film transformations and volatile products in the formation of nanoporous low- polymethylsilsesquioxane-based dielectric,M Bersani,10,92.31%,92.31%
On the dynamics of edge-core coupling,On the dynamics of edge-core coupling,PH Diamond Z Lin,45,100.00%,100.00%
Synthesis and thermal behavior of the dawsonite-type solid solution K(NH)Al(OH)CO,Synthesis and thermal behavior of the dawsonite-type solid solution K 1− x (NH 4) x Al (OH) 2 CO 3,,6,90.00%,45.00%
Genomic research and human subject privacy,Genomic research and human subject privacy,RB Altman,268,100.00%,100.00%
GENETICS: Genomic Research and Human Subject Privacy,Genomic research and human subject privacy,RB Altman,268,28.57%,33.33%
ToF-SIMS studies of nanoporous PMSSQ materials: kinetics and reactions in the processing of low-K dielectrics for ULSI applications,ToF‐SIMS studies of nanoporous PMSSQ materials: kinetics and reactions in the processing of low‐K dielectrics for ULSI applications,GW Rubloff,7,88.89%,88.89%
Reputation distribution and consumer-to-consumer online auction market structure: an exploratory study,Reputation distribution and consumer-to-consumer online auction market structure: an exploratory study,Z Lin D Li,105,100.00%,100.00%
Parameter determination for a rail system simulator by an intelligent genetic algorithm,Parameter determination for a rail system simulator by an intelligent genetic algorithm,,5,100.00%,100.00%
A Functional Limit Theorem for Observations That Change with Time,A Functional Limit Theorem for Observations That Change with Time,,0,100.00%,100.00%
Path properties of a d-dimensional Gaussian process,Path properties of a d-dimensional Gaussian process,,1,100.00%,100.00%
"CO tolerance electrocatalyst of PtRu-H x MeO 3/C (Me = W, Mo) made by composite support method","CO tolerance electrocatalyst of PtRu-H x MeO 3/C (Me= W, Mo) made by composite support method",,86,88.24%,93.75%
New Optimal Method for Complicated Assembly Curves Fitting,New optimal method for complicated assembly curves fitting,,13,25.00%,25.00%
Voluntary resettlement in China : policy and outcomes of government-organised poverty reduction projects,Voluntary resettlement in China: policy and outcomes of government-organised poverty reduction projects,,6,84.62%,91.67%
Global optimization of absorption chiller system by genetic algorithm and neural network,Global optimization of absorption chiller system by genetic algorithm and neural network,GQ Zhang Z Lin,267,100.00%,100.00%
Effect of condensing unit layout at building re-entrant on split-type air-conditioner performance,Effect of condensing unit layout at building re-entrant on split-type air-conditioner performance,Z Lin,37,100.00%,100.00%
Placement of condensing units of split-type air-conditioners at low-rise residences,Placement of condensing units of split-type air-conditioners at low-rise residences,Z Lin,23,100.00%,100.00%
Dynamic recrystallization during hot compression of α-Fe,Dynamic recrystallization during hot compression of α-Fe,,0,100.00%,100.00%
Development of the Fragment Constant Method for Estimating the Partition Coefficients of Nonionic Organic Mixtures,Development of the fragment constant method for estimating the partition coefficients of nonionic organic mixtures,Z Lin,13,40.00%,40.00%
Flow analysis of condenser cooling air delivery via building light well,Flow analysis of condenser cooling air delivery via building light well,Z Lin QW Wang,14,100.00%,100.00%
Recursive blind identification of non-Gaussian time-varying AR model and application to blind equalisation of time-varying channel,Recursive blind identification of non-Gaussian time-varying AR model and application to blind equalisation of time-varying channel,Y Zheng,11,100.00%,100.00%
Synthesis of microporous titano-alumino-silicate ETAS-10 with different framework aluminum contents,Synthesis of microporous titano-alumino-silicate ETAS-10 with different framework aluminum contents,J Rocha A Ferreira MW Anderson,16,100.00%,100.00%
Observer-based robust control for uncertain systems with time-varying delay,Observer‐based robust control for uncertain systems with time‐varying delay,Z Lin X Guan Y Liu P Shi,19,77.78%,77.78%
Time-varying parametric system multiresolution identification by wavelets,Time-varying parametric system multiresolution identification by wavelets,Y Zheng Z Lin,16,100.00%,100.00%
Dependence of Fretting Damage on Time,Dependence of fretting damage on time,,1,50.00%,50.00%
"Erratum: “Dependence of Fretting Damage on Time” (Vol. 57, No. 7, p. 571–576)","Erratum:“Dependence of Fretting Damage on Time”(Vol. 57, No. 7, p. 571–576)",,0,69.23%,81.82%
"The effect of surfactants on bubble growth, wall thermal patterns and heat transfer in pool boiling","The effect of surfactants on bubble growth, wall thermal patterns and heat transfer in pool boiling",,112,100.00%,100.00%
Effect of building re-entrant shape on performance of air-cooled condensing units,Effect of building re-entrant shape on performance of air-cooled condensing units,Z Lin QW Wang,67,100.00%,100.00%
Unusual effects of counterion to surfactant concentration ratio on viscoelasticity of a cationic surfactant drag reducer,Unusual effects of counterion to surfactant concentration ratio on viscoelasticity of a cationic surfactant drag reducer,Y Talmon,40,100.00%,100.00%
"Physics issues in the design of high-beta, low-aspect-ratio stellarator experiments","Physics issues in the design of high-beta, low-aspect-ratio stellarator experiments",MC Zarnstorff,71,100.00%,100.00%
An experimental investigation of natural convection in a cubic inclined enclosure with multiple isolated plates,An experimental investigation of natural convection in a cubic inclined enclosure with multiple isolated plates,WQ Tao Z Lin,0,100.00%,100.00%
A new absorbing boundary condition structure for waveguide analysis,A new absorbing boundary condition structure for waveguide analysis,K Naishadham,4,100.00%,100.00%
Robust guaranteed cost control for discrete-time uncertain systems with delay,Robust guaranteed cost control for discrete-time uncertain systems with delay,X Guan Z Lin,98,100.00%,100.00%
Prediction of on-coil temperature of condensers installed at tall building re-entrant,Prediction of on-coil temperature of condensers installed at tall building re-entrant,Z Lin,41,100.00%,100.00%
Two-phase flow measurements with sharp-edged orifices,Two-phase flow measurements with sharp-edged orifices,,138,100.00%,100.00%
Energy law preserving C 0 finite element schemes for phase field models in two-phase flow computations,Energy law preserving C 0 finite element schemes for phase field models in two-phase flow computations,C Liu,37,100.00%,100.00%
Investigating the temperature dependence of elastic constants by thermal fluctuation formula,Investigating the temperature dependence of elastic constants by thermal fluctuation formula,,1,100.00%,100.00%
Error estimate of the P 1 nonconforming finite element method for the penalized unsteady Navier-Stokes equations,Error estimate of the P 1 nonconforming finite element method for the penalized unsteady Navier-Stokes equations,X Lu,6,100.00%,100.00%
Error estimate of the P 1 nonconforming finite element method for the penalized unsteady Navier-Stokes equations,Error estimate of the P 1 nonconforming finite element method for the penalized unsteady Navier-Stokes equations,X Lu,6,100.00%,100.00%
The Local L,Accurate spin-dependent electron liquid correlation energies for local spin density calculations: a critical analysis,,18162,0.00%,0.00%
Superperiods in Interference of eÃ3 Laughlin Quasiparticles Encircling Filling 2/5 FractionalQuantum Hall Island,Superperiods in interference of  Laughlin quasiparticles encircling filling 2/5 fractional quantum Hall island,,6,46.15%,42.86%
Electron Interferometry in the Quantum Hall Regime: Aharonov-Bohm Effect of Interacting Electrons,Electron interferometry in the quantum Hall regime: Aharonov-Bohm effect of interacting electrons,,22,50.00%,50.00%
Electron interferometry in the quantum Hall regime: Aharonov-Bohm effect of interacting electrons,Electron interferometry in the quantum Hall regime: Aharonov-Bohm effect of interacting electrons,,22,100.00%,100.00%
Superperiods in interference of e/3 Laughlin quasiparticles encircling filling 2/5 fractional quantum Hall island,Superperiods in interference of  Laughlin quasiparticles encircling filling 2/5 fractional quantum Hall island,,6,92.86%,92.86%
Numerical simulation of 3D bubbles rising in viscous liquids using a front tracking method,Numerical simulation of 3D bubbles rising in viscous liquids using a front tracking method,,128,100.00%,100.00%
Analysis of a sequential regularization method for the unsteady Navier-Stokes equations,Analysis of a sequential regularization method for the unsteady Navier-Stokes equations,X Lu JG Liu,14,100.00%,100.00%
Long Time Numerical Solution of the Navier--Stokes Equations Based on a Sequential Regularization Formulation,Long time numerical solution of the Navier–Stokes equations based on a sequential regularization formulation,JG Liu X Lu,6,35.71%,35.71%
Null controllability for a semilinear parabolic equation with gradient quadratic growth,Null controllability for a semilinear parabolic equation with gradient quadratic growth,,5,100.00%,100.00%
Low-field quantum Hall transport in an electron Fabry-Perot interferometer: Dependence of constriction filling on front-gate voltage,Low-field quantum Hall transport in an electron Fabry-Perot interferometer: Dependence of constriction filling on front-gate voltage,,4,100.00%,100.00%
Low-field quantum Hall transport in an electron Fabry-Perot interferometer: Dependence of constriction filling on front-gate voltage,Low-field quantum Hall transport in an electron Fabry-Perot interferometer: Dependence of constriction filling on front-gate voltage,,4,100.00%,100.00%
An energy law preserving C 0 finite element scheme for simulating the kinematic effects in liquid crystal dynamics,An energy law preserving C 0 finite element scheme for simulating the kinematic effects in liquid crystal dynamics,C Liu,64,100.00%,100.00%
Some results on controllability of a nonlinear degenerate parabolic system by bilinear control,Some results on controllability of a nonlinear degenerate parabolic system by bilinear control,X Liu,12,100.00%,100.00%
An adaptive homotopy multi-grid method for molecule orientations of high dimensional liquid crystals,An adaptive homotopy multi-grid method for molecule orientations of high dimensional liquid crystals,T Richter,5,100.00%,100.00%
A Least-Squares Finite Element Method for the Magnetostatic Problem in A Multiply Connected Lipschitz Domain,A least-squares finite element method for the magnetostatic problem in a multiply connected Lipschitz domain,RCE Tan,6,33.33%,40.00%
Bergman kernel function on Hua construction of the fourth type,Bergman kernel function on Hua construction of the fourth type,,3,100.00%,100.00%
A splitting moving mesh method for reaction–diffusion equations of quenching type,A splitting moving mesh method for reaction–diffusion equations of quenching type,RCE Tan,23,100.00%,100.00%
Simulations of singularity dynamics in liquid crystal flows: A C 0 finite element approach,Simulations of singularity dynamics in liquid crystal flows: AC 0 finite element approach,C Liu,48,85.71%,92.31%
Exact controllability of the parabolic system with bilinear control,Exact controllability of the parabolic system with bilinear control,,13,100.00%,100.00%
L2Projected Least-Squares Finite Element Methods for the Stokes Equations,L2-projected least-squares finite element methods for the Stokes equations,RCE Tan,3,33.33%,33.33%
A splitting moving mesh method for reaction diffusion equations of quenching type,A splitting moving mesh method for reaction–diffusion equations of quenching type,RCE Tan,23,83.33%,90.91%
Exchange interaction effects in NO core-level photoionization cross-sections,Exchange interaction effects in NO core-level photoionization cross-sections,U Hergenhahn,5,100.00%,100.00%
LETTER TO THE EDITOR: Multiplet-specific N 1s photoelectron angular distributions from the fixed-in-space NO molecules,Multiplet-specific N 1s photoelectron angular distributions from the fixed-in-space NO molecules,,19,73.33%,100.00%
Mode-specific photoelectron scattering effects on CO2+(C 2Sigmag+) vibrations,Mode-specific photoelectron scattering effects on  vibrations,JD Bozek,17,75.00%,85.71%
An operator-splitting method for a liquid crystal model,An operator-splitting method for a liquid crystal model,R Glowinski,30,100.00%,100.00%
Numerical solution of a virtual internal bond model for material fracture,Numerical solution of a virtual internal bond model for material fracture,CW Shu,17,100.00%,100.00%
A Predicted Sequential Regularization Method for Index2 Hessenberg DAEs,A predicted sequential regularization method for index-2 hessenberg DAEs,RJ Spiteri,5,33.33%,33.33%
First principles determination of the photoelectron spectrum of LiH-,First principles determination of the photoelectron spectrum of ,DT Chang,10,88.89%,100.00%
Vector correlations in dissociative photoionization of O2 in the 20-28 eV range. II. Polar and azimuthal dependence of the molecular frame photoelectron angular distribution,Vector correlations in dissociative photoionization of  in the 20–28 eV range. II. Polar and azimuthal dependence of the molecular frame photoelectron angular …,,50,83.33%,86.96%
A morphed ground state potential for Ne:HI based on microwave spectroscopy,A morphed ground state potential for Ne: HI based on microwave spectroscopy,P Lin,17,90.91%,83.33%
Total cross sections and molecular frame photoelectron angular distributions in the N 1s photoionization of N2: An investigation of electron correlation effects,Total cross sections and molecular frame photoelectron angular distributions in the  photoionization of  An investigation of electron correlation effects,P Lin,16,86.36%,90.48%
Theoretical studies of cross sections and photoelectron angular distributions in the valence photoionization of molecular oxygen,Theoretical studies of cross sections and photoelectron angular distributions in the valence photoionization of molecular oxygen,P Lin,27,100.00%,100.00%
Differential Elimination-Completion Algorithms for DAE and PDAE,Differential elimination–completion algorithms for DAE and PDAE,,63,71.43%,71.43%
Theoretical studies of core excitation and ionization in molecular systems,Theoretical studies of core excitation and ionization in molecular systems,P Lin,13,100.00%,100.00%
Studies of angular distributions and cross sections for photodetachment from the oxygen molecular anion,Studies of angular distributions and cross sections for photodetachment from the oxygen molecular anion,P Lin,14,100.00%,100.00%
The microwave spectrum and ground state dynamics of Kr–IH,The microwave spectrum and ground state dynamics of Kr–IH,P Lin,14,100.00%,100.00%
Sequential Regularization Methods for Simulating Mechanical Systems with Many Closed Loops,Sequential regularization methods for simulating mechanical systems with many closed loops,U Ascher,21,27.27%,27.27%
Sequential Regularization Methods for Nonlinear Higher-Index DAEs,Sequential regularization methods for nonlinear higher-index DAEs,U Ascher,60,42.86%,42.86%
A Sequential Regularization Method for Time-Dependent Incompressible Navier--Stokes Equations,A sequential regularization method for time-dependent incompressible Navier--Stokes equations,,64,33.33%,33.33%
Sequential Regularization Methods for Higher Index DAEs with Constraint Singularities: The Linear Index$2$ Case,Sequential regularization methods for higher index DAEs with constraint singularities: The linear index-2 case,UM Ascher,61,35.71%,35.71%
Sequential Regularization Methods for simulating mechanical systems with many closed loops,Sequential regularization methods for simulating mechanical systems with many closed loops,U Ascher,21,81.82%,81.82%
Experimental studies and constitutive modelling of the hardening of aluminium alloy 7055 under creep age forming conditions,Experimental studies and constitutive modelling of the hardening of aluminium alloy 7055 under creep age forming conditions,,64,100.00%,100.00%
Investigation of deformation and failure features in hot stamping of AA6082: Experimentation and modelling,Investigation of deformation and failure features in hot stamping of AA6082: experimentation and modelling,MS Mohamed DS Balint,124,92.86%,92.86%
"A review of the development of creep age forming: Experimentation, modelling and applications","A review of the development of creep age forming: Experimentation, modelling and applications",,108,100.00%,100.00%
Development of a VGRAIN system for CPFE analysis in micro-forming applications,Development of a VGRAIN system for CPFE analysis in micro-forming applications,J Cao,33,100.00%,100.00%
An investigation of springback scatter in forming ultra-thin metal-sheet channel parts using crystal plasticity FE analysis,An investigation of springback scatter in forming ultra-thin metal-sheet channel parts using crystal plasticity FE analysis,J Cao,13,100.00%,100.00%
"Four 2D metal–organic networks incorporating Cd-cluster SUBs: hydrothermal synthesis, structures and photoluminescent properties","Four 2D metal–organic networks incorporating Cd-cluster SUBs: hydrothermal synthesis, structures and photoluminescent properties",,106,100.00%,100.00%
"Syntheses, structures and properties of a series of organic–inorganic complexes based on methylenediisophthalic acid (H4MDIP)","Syntheses, structures and properties of a series of organic–inorganic complexes based on methylenediisophthalic acid (H 4 MDIP)",,40,93.33%,82.35%
"Three-dimensional metal–organic frameworks constructed from bix and 1,2,4-benzenetricarboxylate","Three-dimensional metal–organic frameworks constructed from bix and 1, 2, 4-benzenetricarboxylate",ZD Lu,50,87.50%,70.00%
Three coordination polymers with helical chains based on methylenediisophthalic acid (H4MDIP),Three coordination polymers with helical chains based on methylenediisophthalic acid (H 4 MDIP),,57,90.91%,76.92%
A new unconditionally stable explicit scheme for the convection-diffusion equation with Robin boundary conditions,A new unconditionally stable explicit scheme for the convection–diffusion equation with Robin boundary conditions,Z Xie J Zhou,4,92.86%,92.86%
High-order compact difference scheme for the regularized long wave equation,High‐order compact difference scheme for the regularized long wave equation,Z Xie J Zhou,22,90.00%,90.00%
"Metal–organic frameworks constructed from mixed-ligand 1,2,3,4-tetra-(4-pyridyl)-butane and benzene-polycarboxylate acids: syntheses, structures and physical properties","Metal–organic frameworks constructed from mixed-ligand 1, 2, 3, 4-tetra-(4-pyridyl)-butane and benzene-polycarboxylate acids: syntheses, structures and physical …",YY Xu,139,78.57%,68.75%
Comparative Study on Thermodynamical and Electrochemical Behavior of Al 88Ni 6La 6 and Al 86Ni 6La 6Cu 2 Amorphous Alloys,Comparative study on thermodynamical and electrochemical behavior of Al88Ni6La6 and Al86Ni6La6Cu2 amorphous alloys,,8,25.00%,38.46%
Three-point explicit compact difference scheme with arbitrary order of accuracy and its application in CFD,Three-point explicit compact difference scheme with arbitrary order of accuracy and its application in CFD,Z Xie J Zhou,7,100.00%,100.00%
Porous Phosphorescent Coordination Polymers for Oxygen Sensing,Porous phosphorescent coordination polymers for oxygen sensing,Z Xie,457,28.57%,28.57%
Mesoporous Silica-Supported Diarylammonium Catalysts for Esterification of Free Fatty Acids in Greases,Mesoporous silica-supported diarylammonium catalysts for esterification of free fatty acids in greases,,12,33.33%,33.33%
A series of isoreticular chiral metal-organic frameworks as a tunable platform for asymmetric catalysis,A series of isoreticular chiral metal–organic frameworks as a tunable platform for asymmetric catalysis,C Abney W Lin,500,92.86%,92.86%
Hybrid nanomaterials for biomedical applications,Hybrid nanomaterials for biomedical applications,,158,100.00%,100.00%
Energy Transfer Dynamics in Metal−Organic Frameworks,Energy transfer dynamics in metal− organic frameworks,JM Papanikolas,186,33.33%,28.57%
Nanoscale MetalOrganic Frameworks: MRI Contrast Agents and Beyond Metals@MOFs - Loading MOFs with Metal Nanoparticles for Hybrid Functions Construction of Three-Dimensional Uranyl-Organic Frameworks with Benzenetricarboxylate Ligands Silica-MOF Composite,Nanoscale Metal–Organic Frameworks: MRI Contrast Agents and Beyond Metals@ MOFs–Loading MOFs with Metal Nanoparticles for Hybrid Functions Construction …,,0,50.00%,83.33%
"Oxidative aromatization of Hantzsch 1,4-dihydropyridines by sodium chlorite","Oxidative aromatization of Hantzsch 1, 4-dihydropyridines by sodium chlorite",C Wang,21,87.50%,77.78%
Surfactant-Assisted Synthesis of Nanoscale Gadolinium MetalOrganic Frameworks for Potential Multimodal Imaging,Surfactant‐Assisted Synthesis of Nanoscale Gadolinium Metal–Organic Frameworks for Potential Multimodal Imaging,W Lin,296,81.82%,81.82%
Mesoporous Silica Nanosphere Supported Ruthenium Catalysts for Asymmetric Hydrogenation,Mesoporous silica nanosphere supported ruthenium catalysts for asymmetric hydrogenation,W Lin,71,22.22%,22.22%
ChemInform Abstract: Mesoporous Silica Nanosphere Supported Ruthenium Catalysts for Asymmetric Hydrogenation,Mesoporous silica nanosphere supported ruthenium catalysts for asymmetric hydrogenation,W Lin,71,18.18%,22.22%
ChemInform Abstract: Chiral Metallocycles: Rational Synthesis and Novel Applications,Chiral metallocycles: rational synthesis and novel applications,SJ Lee W Lin,259,22.22%,28.57%
Heterogeneous Asymmetric Catalysis with Homochiral Metal–Organic Frameworks: Network-Structure-Dependent Catalytic Activity,Heterogeneous Asymmetric Catalysis with Homochiral Metal–Organic Frameworks: Network‐Structure‐Dependent Catalytic Activity,W Lin,488,90.00%,90.00%
Surface Modification and Functionalization of Nanoscale MetalOrganic Frameworks for Controlled Release and Luminescence Sensing,Surface modification and functionalization of nanoscale metal-organic frameworks for controlled release and luminescence sensing,W Lin,390,35.71%,35.71%
Hybrid Silica Nanoparticles for Multimodal Imaging,Hybrid silica nanoparticles for multimodal imaging,W Lin,251,33.33%,33.33%
Catalytic synthesis of biodiesel from high free fatty acid-containing feedstocks,Catalytic synthesis of biodiesel from high free fatty acid-containing feedstocks,,49,100.00%,100.00%
Self-Assembled Hybrid Nanoparticles for Cancer-Specific Multimodal Imaging,Self-assembled hybrid nanoparticles for cancer-specific multimodal imaging,,179,14.29%,14.29%
Zeolite-catalyzed isomerization of oleic acid to branched-chain isomers,Zeolite‐catalyzed isomerization of oleic acid to branched‐chain isomers,W Lin,53,75.00%,75.00%
Highly-Efficient Purification of Native Polyhistidine-Tagged Proteins by Multivalent NTA-Modified Magnetic Nanoparticles,Highly-efficient purification of native polyhistidine-tagged proteins by multivalent NTA-modified magnetic nanoparticles,CA Valencia W Lin,54,18.18%,18.18%
Synthesis and X-ray Structures of Cadmium Coordination Polymers Based on New Pyridine−Carboxylate and Imidazole−Carboxylate Linkers,Synthesis and x-ray structures of cadmium coordination polymers based on new pyridine− carboxylate and imidazole− carboxylate linkers,W Lin,18,33.33%,29.41%
Hybrid Silica Nanoparticles for Multimodal Imaging,Hybrid silica nanoparticles for multimodal imaging,W Lin,251,33.33%,33.33%
"Palladium-Catalyzed Intermolecular Asymmetric Hydroamination with 4,4′-Disubstituted BINAP and SEGPHOS","Palladium‐Catalyzed Intermolecular Asymmetric Hydroamination with 4, 4′‐Disubstituted BINAP and SEGPHOS",,69,77.78%,70.00%
Heterogeneous Asymmetric Catalysis with Homochiral Metal–Organic Frameworks: Network-Structure-Dependent Catalytic Activity,Heterogeneous Asymmetric Catalysis with Homochiral Metal–Organic Frameworks: Network‐Structure‐Dependent Catalytic Activity,W Lin,488,90.00%,90.00%
Nanoscale Metal−Organic Frameworks as Potential Multimodal Contrast Enhancing Agents,Nanoscale Metal− Organic Frameworks as Potential Multimodal Contrast Enhancing Agents,W Lin,612,88.89%,80.00%
1D and 2D Homochiral MetalOrganic Frameworks Built from a New Chiral Elongated Binaphthalene-Derived Bipyridine,1D and 2D homochiral metal-organic frameworks built from a new chiral elongated binaphthalene-derived bipyridine,W Lin,38,35.71%,35.71%
"Palladium-Catalyzed Intermolecular Asymmetric Hydroamination with 4,4′-Disubstituted BINAP and SEGPHOS","Palladium‐Catalyzed Intermolecular Asymmetric Hydroamination with 4, 4′‐Disubstituted BINAP and SEGPHOS",,69,77.78%,70.00%
"Directed Assembly of Mesoscopic Metallocycles with Controllable Size, Chirality, and Functionality Based on the Robust Pt−Alkynyl Linkage","Directed Assembly of Mesoscopic Metallocycles with Controllable Size, Chirality, and Functionality Based on the Robust Pt− Alkynyl Linkage",W Lin,47,94.12%,88.89%
Magnetically Recoverable Chiral Catalysts Immobilized on Magnetite Nanoparticles for Asymmetric Hydrogenation of Aromatic Ketones,Magnetically recoverable chiral catalysts immobilized on magnetite nanoparticles for asymmetric hydrogenation of aromatic ketones,W Lin,557,28.57%,28.57%
Homochiral porous solids based on 1D coordination polymers built from 46-membered macrocycles,Homochiral porous solids based on 1D coordination polymers built from 46-membered macrocycles,W Lin,13,100.00%,100.00%
Hybrid Organic—Inorganic Solids for Heterogeneous Asymmetric Catalysis,Hybrid organic-inorganic solids for heterogeneous asymmetric catalysis,W Lin,65,28.57%,28.57%
A Homochiral Porous Metal−Organic Framework for Highly Enantioselective Heterogeneous Asymmetric Catalysis,A homochiral porous metal− organic framework for highly enantioselective heterogeneous asymmetric catalysis,W Lin,1655,18.18%,16.67%
Highly Interpenetrated MetalOrganic Frameworks for Hydrogen Storage,Highly interpenetrated metal–organic frameworks for hydrogen storage,B Kesanli,654,28.57%,28.57%
Magnetically Recoverable Chiral Catalysts Immobilized on Magnetite Nanoparticles for Asymmetric Hydrogenation of Aromatic Ketones,Magnetically recoverable chiral catalysts immobilized on magnetite nanoparticles for asymmetric hydrogenation of aromatic ketones,W Lin,555,28.57%,28.57%
"Highly Porous, Homochiral MetalOrganic Frameworks: Solvent-Exchange-Induced Single-Crystal to Single-Crystal Transformations","Highly Porous, Homochiral Metal–Organic Frameworks: Solvent‐Exchange‐Induced Single‐Crystal to Single‐Crystal Transformations",W Lin,315,60.00%,60.00%
Homochiral porous metal-organic frameworks: Why and how?,Homochiral porous metal-organic frameworks: Why and how?,W Lin,246,100.00%,100.00%
A chiral porous 3D metal–organic framework with an unprecedented 4-connected network topology,A chiral porous 3D metal–organic framework with an unprecedented 4-connected network topology,W Lin,40,100.00%,100.00%
Hybrid organic-inorganic solids for heterogeneous asymmetric catalysis,Hybrid organic-inorganic solids for heterogeneous asymmetric catalysis,W Lin,65,100.00%,100.00%
"Ru-Catalyzed Asymmetric Hydrogenation of α-Phthalimide Ketones and 1,3Diaryl Diketones Using 4,4‘-Substituted BINAPs","Ru-Catalyzed Asymmetric Hydrogenation of α-Phthalimide Ketones and 1, 3-Diaryl Diketones Using 4, 4 '-Substituted BINAPs",W Lin,39,83.33%,66.67%
"Development of 4,4‘-Substituted-XylBINAP Ligands for Highly Enantioselective Hydrogenation of Ketones","Development of 4, 4 '-Substituted-XylBINAP Ligands for Highly Enantioselective Hydrogenation of Ketones",W Lin,34,90.00%,75.00%
Self-Assembly of Homochiral Porous Solids Based on 1D Cadmium(II) Coordination Polymers,Self-assembly of homochiral porous solids based on 1D cadmium (II) coordination polymers,W Lin,40,27.27%,25.00%
Catalytic asymmetric hydrogenation of aromatic ketones in room temperature ionic liquids,Catalytic asymmetric hydrogenation of aromatic ketones in room temperature ionic liquids,W Lin,63,100.00%,100.00%
Porous Solids of Divalent Metal Complexes Assembled Through Hydrogen Bonding and π–π Stacking Interactions,Porous Solids of Divalent Metal Complexes Assembled Through Hydrogen Bonding and π–π Stacking Interactions,,20,100.00%,100.00%
"Applications of 4,4‘-(Me 3 Si) 2 -BINAP in Transition-Metal-Catalyzed Asymmetric Carbon−Carbon Bond-Forming Reactions","… Carbon− Carbon Bond Forming Reaction via Allenylidene-Ene Process: Synthetic Approach to Chiral Heterocycles Such As Chromane, Thiochromane, and 1, 2, 3, 4 …",,114,0.00%,0.00%
A highly electroluminescent molecular square,A highly electroluminescent molecular square,AKY Jen W Lin,26,100.00%,100.00%
"Chiral molecular polygons based on the Pt-alkynyl linkage: Self-assembly, characterization, and functionalization","Chiral molecular polygons based on the Pt-alkynyl linkage: Self-assembly, characterization, and functionalization",W Lin,9,100.00%,100.00%
Distinct gene number-genome size relationships for eukaryotes and non-eukaryotes: gene content estimation for dinoflagellate genomes,Distinct gene number-genome size relationships for eukaryotes and non-eukaryotes: gene content estimation for dinoflagellate genomes,Y Hou S Lin,115,100.00%,100.00%
Dinoflagellate spliced leader RNA genes display a variety of sequences and genomic arrangements,Dinoflagellate spliced leader RNA genes display a variety of sequences and genomic arrangements,H Zhang,42,100.00%,100.00%
"Two flavodoxin genes in Trichodesmium ( Oscillatoriales , Cyanophyceae): remarkable sequence divergence and possible functional diversification","Two flavodoxin genes in Trichodesmium (Oscillatoriales, Cyanophyceae): remarkable sequence divergence and possible functional diversification",S Lin G Sandh H Zhang,6,81.25%,92.86%
"Genetic conspecificity of the worldwide populations of Didemnum vexillum Kott, 2002.","Genetic conspecificity of the worldwide populations of Didemnum vexillum Kott, 2002",L Stefaniak A Gittenberger,97,90.91%,90.91%
"High-level diversity of dinoflagellates in the natural environment, revealed by assessment of mitochondrial cox1 and cob for dinoflagellate DNA barcoding.","High-level diversity of dinoflagellates in the natural environment, revealed by assessment of mitochondrial cox1 and cob genes for dinoflagellate DNA barcoding",S Lin H Zhang Y Hou,74,95.00%,90.48%
Retrieval of missing spliced leader in dinoflagellates,Retrieval of missing spliced leader in dinoflagellates,H Zhang S Lin,25,100.00%,100.00%
Geographic distribution of Karlodinium veneficum in the US east coast as detected by dual-gene Real-Time PCR assay,Geographic distribution of Karlodinium veneficum in the US east coast as detected by ITS–ferredoxin real-time PCR assay,H Zhang,13,88.24%,88.24%
"Mitochondrial cob and cox1 and their mRNA editing in Dinophysis acuminata from Narragansett Bay, with special reference to the phylogenetic position of Dinophysis.","Mitochondrial cob and cox1 and their mRNA editing in Dinophysis acuminata from Narragansett Bay, with special reference to the phylogenetic position of …",H Zhang D Bhattacharya,2,91.30%,95.45%
