line,title,author,cited_num,relate,reverse_relate
Mixed-metal Pt monolayer electrocatalysts for enhanced oxygen reduction kinetics,Mixed-metal Pt monolayer electrocatalysts for enhanced oxygen reduction kinetics,,498,100.00%,100.00%
Platinum monolayer on nonnoble metal-noble metal core-shell nanoparticle electrocatalysts for O2 reduction,Platinum monolayer on nonnoble metal− noble metal core− shell nanoparticle electrocatalysts for O2 reduction,MH Shao,675,83.33%,71.43%
Platinum monolayer electrocatalysts for O2 reduction: Pt monolayer on Pd(111) and on carbon-supported Pd nanoparticles,Platinum monolayer electrocatalysts for O2 reduction: Pt monolayer on Pd (111) and on carbon-supported Pd nanoparticles,R Klie,762,100.00%,87.50%
Radiative behaviors of crystalline silicon nanowire and nanohole arrays for photovoltaic applications,Radiative behaviors of crystalline silicon nanowire and nanohole arrays for photovoltaic applications,H Bao,24,100.00%,100.00%
Analytical considerations of light transport in nanostructured homogeneous/inhomogeneous thin films,Analytical considerations of light transport in nanostructured homogeneous/inhomogeneous thin films,,1,100.00%,100.00%
An effectiveness study of enhanced heat transfer in phase change materials (PCMs),An effectiveness study of enhanced heat transfer in phase change materials (PCMs),XX Han Y Tian,15,100.00%,100.00%
Thermal analysis of exothermic process in a magnesium hydride reactor with porous metals,Thermal analysis of exothermic process in a magnesium hydride reactor with porous metals,,15,100.00%,100.00%
Thermal and exergetic analysis of Metal Foam-enhanced Cascaded Thermal Energy Storage (MF-CTES),Thermal and exergetic analysis of metal foam-enhanced cascaded thermal energy storage (MF-CTES),Y Tian,46,50.00%,58.33%
Experimental study on radiative properties of air plasma sprayed thermal barrier coatings,Experimental study on radiative properties of air plasma sprayed thermal barrier coatings,G Yang BX Wang,11,100.00%,100.00%
Geometric Optics Approximation with Considering Interference for Reflection from Random Rough Surface,Geometric optics approximation with considering interference for reflection from random rough surface,,4,33.33%,33.33%
Review on thermal transport in high porosity cellular metal foams with open cells,Review on thermal transport in high porosity cellular metal foams with open cells,,208,100.00%,100.00%
Modelling the effect of binary phase composition on inward solidification of a particle,Modelling the effect of binary phase composition on inward solidification of a particle,,3,100.00%,100.00%
A numerical investigation of heat transfer in phase change materials (PCMs) embedded in porous metals,A numerical investigation of heat transfer in phase change materials (PCMs) embedded in porous metals,Y Tian,121,100.00%,100.00%
"Review on microencapsulated phase change materials (MEPCMs): Fabrication, characterization and applications","Review on microencapsulated phase change materials (MEPCMs): fabrication, characterization and applications",GH Zhang,227,90.91%,90.91%
Experimental investigations of porous materials in high temperature thermal energy storage systems,Experimental investigations of porous materials in high temperature thermal energy storage systems,,61,100.00%,100.00%
Thermal property characterization of a low melting-temperature ternary nitrate salt mixture for thermal energy storage systems,Thermal property characterization of a low melting-temperature ternary nitrate salt mixture for thermal energy storage systems,,79,100.00%,100.00%
Thermo-mechanical analysis of ceramic encapsulated phase-change-material (PCM) particles,Thermo-mechanical analysis of ceramic encapsulated phase-change-material (PCM) particles,G Caceres,33,100.00%,100.00%
Heat Transfer Enhancement of High-Temperature Thermal Energy Storage Using Porous Materials,Heat transfer enhancement of high temperature thermal energy storage using metal foams and expanded graphite,,149,18.18%,13.33%
Numerical Study of Natural Convection in Porous Media (Metals) Using Lattice Boltzmann Method (LBM),Numerical study of natural convection in porous media (metals) using Lattice Boltzmann Method (LBM),GH Tang ZG Qu,40,50.00%,50.00%
Heat transfer enhancement for thermal energy storage using metal foams embedded within phase change materials (PCMs),Heat transfer enhancement for thermal energy storage using metal foams embedded within phase change materials (PCMs),W Lu Y Tian,240,100.00%,100.00%
Flow boiling heat transfer in horizontal metal foam tubes,Flow boiling heat transfer in horizontal metal-foam tubes,W Lu,57,77.78%,87.50%
Analytical Considerations of Thermal Radiation in Cellular Metal Foams with Open Cells,Analytical considerations of thermal radiation in cellular metal foams with open cells,TJ Lu,86,33.33%,33.33%
"Thermal analysis on metal-foam filled heat exchangers, Part I: metal-foam filled pipes",Thermal analysis on metal-foam filled heat exchangers. Part I: Metal-foam filled pipes,W Lu,280,83.33%,91.67%
"Thermal analysis on metal-foam filled heat exchangers, Part II: tube heat exchangers",Thermal analysis on metal-foam filled heat exchangers. Part II: Tube heat exchangers,W Lu,164,83.33%,83.33%
Thermodynamic Analysis of EGR Effects on the First and Second Law Efficiencies of a Boosted Spark-Ignited Direct-Injection Engine,Thermodynamic analysis of EGR effects on the first and second law efficiencies of a boosted spark-ignited direct-injection gasoline engine,T Li,42,44.44%,42.11%
Dependence of Premixed Low-Temperature Diesel Combustion on Fuel Ignitability and Volatility,Dependence of premixed low-temperature diesel combustion on fuel ignitability and volatility,H Ogawa,19,36.36%,36.36%
Analysis of the Trade-off between Soot and Nitrogen Oxides in Diesel Combustion by Chemical Kinetic Calculation,Analysis of the trade-off between soot and nitrogen oxides in diesel-like combustion by chemical kinetic calculation,H Ogawa,7,43.75%,43.75%
Droplet Size Distribution and Evaporation Characteristics of Fuel Spray by a Swirl Type Atomizer,Droplet size distribution and evaporation characteristics of fuel spray by a swirl type atomizer,,46,35.71%,35.71%
Volatile Organic Compounds in Exhaust Gas from Diesel Engines under Various Operating Conditions,Volatile organic compounds in exhaust gas from diesel engines under various operating conditions,H Ogawa,7,30.77%,30.77%
燃料の着火性が予混合化ディーゼル燃焼の運転可能範囲に及ぼす影響,燃料の着火性が予混合化ディーゼル燃焼の運転可能範囲に及ぼす影響,,2,100.00%,100.00%
低セタン価燃料のディーゼルエンジンへの適用,低セタン価燃料のディーゼルエンジンへの適用,,0,100.00%,100.00%
The Effect of Two-Stage Injection on Unburned Hydrocarbon and Carbon Monoxide Emissions in Smokeless Low Temperature Diesel Combustion with Ultra-High Exhaust Gas Recirculation,Effect of two-stage injection on unburned hydrocarbon and carbon monoxide emissions in smokeless low-temperature diesel combustion with ultra-high exhaust gas …,H Ogawa,16,26.09%,30.00%
大量EGR無煙低温ディーゼル燃焼の未燃炭化水素および一酸化炭素排出に及ぼす二段燃料噴射の効果,"大量 EGR 無煙低温ディーゼル燃焼の未燃炭化水素および一酸化炭素排出に及ぼす二段燃料噴射の効果 (熱工学, 内燃機関, 動力など)",,1,0.00%,0.00%
压缩比及燃料十六烷值对超高EGR低温柴油燃烧的影响,压缩比及燃料十六烷值对超高 EGR 低温燃烧的影响,,1,0.00%,0.00%
Effects of Ethyl tert-Butyl Ether Addition to Diesel Fuel on Characteristics of Combustion and Exhaust Emissions of Diesel Engines,Effects of ethyl tert-butyl ether addition to diesel fuel on characteristics of combustion and exhaust emissions of diesel engines,H Ogawa,38,36.84%,36.84%
Regulated Emissions and Speciated Hydrocarbon Emissions from Smokeless Low Temperature Combustion Diesel Engines with Ultra-High EGR and Exhaust Oxidation Catalyst,Regulated emissions and speciated hydrocarbons from smokeless low-temperature combustion diesel engines with ultra-high exhaust gas recirculation and exhaust …,H Ogawa,14,25.00%,27.78%
予混合化ディーゼル燃焼の燃料着火性依存性,予混合化ディーゼル燃焼の燃料着火性依存性,,1,100.00%,100.00%
Effect of Cetane Number on Mixture Formation and Combustion Characteristics of Ultra-High EGR Low Temperature Diesel Combustion,Effect of cetane number on mixture formation and combustion characteristics of ultra-high EGR low temperature diesel combustion,T Shudo H Ogawa,8,35.29%,35.29%
Effect of Exhaust Catalysts on Regulated and Unregulated Emissions from Low Temperature Diesel Combustion with High Rates of Cooled EGR,Effect of Exhaust Catalysts on Regulated and Unregulated Emissions from Low Temperature Diesel Combustion with High Rates of Cooled EGR,T Shudo H Ogawa,1,100.00%,100.00%
大量EGR低温ディーゼル燃焼に及ぼす圧縮比とセタン価の影響－予混合化と低温化による各効果に対する検討－,大量 EGR 低温ディーゼル燃焼に及ぼす圧縮比とセタン価の影響-予混合化と低温化の各効果に対する検討,,0,0.00%,0.00%
大量EGR・低温ディーゼル燃焼排気中の微粒子粒径分布,大量 EGR・低温ディーゼル燃焼排気中の微粒子粒径分布,,1,0.00%,0.00%
大量EGR・低温ディーゼル燃焼の混合気形成および燃焼特性に及ぼすセタン価の影響,大量 EGR 低温ディーゼル燃焼の混合気形成および燃焼特性に及ぼすセタン価の影響,,2,0.00%,0.00%
Characteristics of Low Temperature and Low Oxygen Diesel Combustion with Ultra-High EGR,Characteristics of low temperature and low oxygen diesel combustion with ultra-high exhaust gas recirculation,H Ogawa,69,33.33%,28.57%
Effect of Split Injection on Stratified Charge Formation in DISI Engines,Effect of split injection on stratified charge formation of direct injection spark ignition engines,,22,36.36%,21.43%
Characterization of Low Temperature Diesel Combustion with Various Dilution Gases. In-Cylinder Diesel Particulate and NOx Control,Characterization of low temperature diesel combustion with various dilution gases,T Shudo H Ogawa,37,18.75%,30.00%
ETBE混合燃料の低温ディーゼル燃焼特性,ETBE 混合燃料の低温ディーゼル燃焼特性,,0,0.00%,0.00%
大量EGR・低温ディーゼル燃焼における未規制有害物質排出特性および排気触媒による浄化効果,大量 EGR・低温ディーゼル燃焼における未規制有害物質排出特性および排気触媒による浄化効果,,2,0.00%,0.00%
低温ディーゼル燃焼における希釈ガスの効果(第一報)－各種導入ガスによる効果の比較－,低温ディーゼル燃焼における希釈ガスの効果 (第 2 報): 二酸化炭素の化学的効果,,2,0.00%,0.00%
低温ディーゼル燃焼における希釈ガスの効果(第二報)－二酸化炭素の化学的効果－,低温ディーゼル燃焼における希釈ガスの効果 (第 1 報): 各種導入ガスによる効果の比較,,2,0.00%,0.00%
Dependence of Ultra-High EGR and Low Temperature Diesel Combustion on Fuel Injection Conditions and Compression Ratio,Dependence of ultra-high EGR and low temperature diesel combustion on fuel injection conditions and compression ratio,H Ogawa,50,37.50%,37.50%
超高EGR・低酸素ディーゼル燃焼の燃料性状依存性,超高 EGR・低酸素ディーゼル燃焼の燃料性状依存性,,4,0.00%,0.00%
超高EGR・低酸素濃度雰囲気ディーゼル燃焼の燃料噴射および圧縮比に対する依存性,超高 EGR・低酸素濃度雰囲気ディーゼル燃焼の燃料噴射および圧縮比に対する依存性,,4,0.00%,0.00%
Enhancement of Stratified Charge for DISI Engines through Split Injection – Effect and Its Mechanism,Enhancement of stratified charge for DISI engines through split injection,,20,33.33%,50.00%
Characterization of Spray and Mixture Formation Processes of DI Gasoline Engines,Characterization of spray and mixture formation processes of DI gasoline engines,,0,45.45%,45.45%
An Insight into Effect of Split Injection on Mixture Formation and Combustion of DI Gasoline Engines,An insight into effect of split injection on mixture formation and combustion of DI gasoline engines,,13,43.75%,43.75%
Characterization of Initial spray from a DI Gasoline Spray Injector by Holography and Laser Diffraction Method,Characterization of initial spray from a DI gasoline injector by holography and laser diffraction method,,20,50.00%,53.33%
Characterization of Mixture Formation Processes in DI Gasoline Engine Sprays with Split Injection Strategy via Laser Absorption and Scattering (LAS) Technique,Characterization of mixture formation processes in DI gasoline engine sprays with split injection strategy via laser absorption and scattering (LAS) technique,,10,38.10%,38.10%
Characterization of Mixture Formation Processes in DI Gasoline Sprays by the Laser Absorption and Scattering (LAS) Technique – Effect of Injection Condition,Characterization of mixture formation processes in DI gasoline engine sprays with split injection strategy via laser absorption and scattering (LAS) technique,,10,27.27%,33.33%
Quantitative Measurement of Liquid and Vapor Phase Concentration Distributions in a D.I. Gasoline Spray by the Laser Absorption Scattering (LAS) Technique,Quantitative measurement of liquid and vapor phase concentration distributions in a DI gasoline spray by the laser absorption scattering (LAS) technique,,20,38.10%,38.10%
Empirical analysis: stock market prediction via extreme learning machine,Empirical analysis: stock market prediction via extreme learning machine,H Xie R Wang Y Cai,21,100.00%,100.00%
Optimal Reserve Prices in Weighted GSP Auctions,Optimal reserve prices in weighted GSP auctions,Y Zhou,9,42.86%,42.86%
Revenue maximization in a Bayesian double auction market,Revenue maximization in a bayesian double auction market,P Goldberg B Tang J Zhang,11,87.50%,87.50%
News Impact on Stock Price Return via Sentiment Analysis,News impact on stock price return via sentiment analysis,H Xie L Chen J Wang,72,33.33%,33.33%
Multi-bidding strategy in sponsored search auctions,Multi-bidding strategy in sponsored search auctions,Q Qi,7,100.00%,100.00%
Algorithmic Solutions for Envy-Free Cake Cutting,Algorithmic solutions for envy-free cake cutting,Q Qi A Saberi,21,33.33%,33.33%
Equiseparability on terminal Wiener index,Equiseparability on terminal Wiener index,J Zhang,14,100.00%,100.00%
"Discrete Fixed Points: Models, Complexities, and Applications","Discrete fixed points: Models, complexities, and applications",Q Qi A Saberi J Zhang,5,42.86%,42.86%
On Nash Dynamics of Matching Market Equilibria,On Nash Dynamics of Matching Market Equilibria,,3,100.00%,100.00%
Introduction to the Special Section on Internet and Network Economics,Introduction to the Special Section on Internet and Network Economics,X Deng,0,100.00%,100.00%
"Detecting Market Trends by Ignoring It, Some Days","Detecting Market Trends by Ignoring It, Some Days.",M Li,0,87.50%,87.50%
Finding nucleolus of flow game,Finding nucleolus of flow game,X Deng,42,100.00%,100.00%
On the complexity of crossings in permutations,On the complexity of crossings in permutations,T Biedl,32,100.00%,100.00%
Algorithmic trading system: design and applications,Algorithmic trading system: design and applications,K Dong,6,100.00%,100.00%
Efficient Phrase-Based Document Similarity for Clustering,Efficient phrase-based document similarity for clustering,X Deng,175,33.33%,33.33%
The computation of approximate competitive equilibrium is PPAD-hard,The computation of approximate competitive equilibrium is PPAD-hard,Y Du,13,100.00%,100.00%
Forward looking Nash equilibrium for keyword auction,Forward looking Nash equilibrium for keyword auction,X Deng Q Qi,58,100.00%,100.00%
Anonymous and Authenticated Key Exchange for Roaming Networks,Anonymous and authenticated key exchange for roaming networks,G Yang DS Wong X Deng,71,37.50%,37.50%
On Walrasian Price of CPU Time,On walrasian price of cpu time,,5,33.33%,33.33%
Detecting Phishing Web Pages with Visual Similarity Assessment Based on Earth Mover's Distance (EMD),Detecting phishing web pages with visual similarity assessment based on earth mover's distance (EMD),L Wenyin X Deng,217,28.57%,28.57%
Partitioning series-parallel multigraphs into ν *-excluding edge covers,Partitioning series-parallel multigraphs into ν*-excluding edge covers,,0,75.00%,85.71%
An antiphishing strategy based on visual similarity assessment,An antiphishing strategy based on visual similarity assessment,W Liu X Deng,164,100.00%,100.00%
REGAP: A Tool for Unicode-Based Web Identity Fraud Detection,REGAP: A tool for unicode-based web identity fraud detection,,6,33.33%,33.33%
Finding nucleolus of flow game,Finding nucleolus of flow game,X Deng,42,100.00%,100.00%
ON DEFAULT CORRELATION AND PRICING OF COLLATERALIZED DEBT OBLIGATION BY COPULA FUNCTIONS,On default correlation and pricing of collateralized debt obligation by copula functions,,6,0.00%,0.00%
"A polynomial algorithm for finding (g, f)-colorings orthogonal to stars in bipartite graphs","A polynomial algorithm for finding (g, f)-colorings orthogonal to stars in bipartite graphs",,3,100.00%,100.00%
Condorcet Winners for Public Goods,Condorcet winners for public goods,,4,40.00%,40.00%
A PTAS for Semiconductor Burn-in Scheduling,A PTAS for semiconductor burn-in scheduling,X Deng B Shi,32,50.00%,50.00%
A framework of Web-based Decision Support Systems for portfolio selection with OLAP and PVM,A PTAS for semiconductor burn-in scheduling,X Deng B Shi,32,14.29%,33.33%
Minimum k Arborescences with Bandwidth Constraints,Minimum k arborescences with bandwidth constraints,L Wang,6,50.00%,50.00%
On-Line Scheduling a Batch Processing System to Minimize Total Weighted Job Completion Time,On-line scheduling a batch processing system to minimize total weighted job completion time,B Chen X Deng,34,15.38%,15.38%
Parallel Computing Method Of Valuing For Multi-Asset European Option,Parallel Computing Method of Valuing for Multi-Asset European Option,W Zheng J Shu,3,77.78%,77.78%
Minimizing Mean Completion Time in a Batch Processing System,Minimizing mean completion time in a batch processing system,X Deng,50,33.33%,33.33%
Portfolio Selection Theory with Different Interest Rates for Borrowing and Leading,Portfolio selection theory with different interest rates for borrowing and leading,S Zhang X Deng,18,36.36%,36.36%
The Effect of Investor Protection on the Information Asymmetry of Stock Market,The Effect of Investor Protection on the Information Asymmetry of Stock Market,Y Wang,0,100.00%,100.00%
Approximate sequencing for variable length tasks,Approximate sequencing for variable length tasks,L Wang,7,100.00%,100.00%
Approximation and Computation of Arbitrage in Frictional Foreign Exchange Market (Extended Abstract),Approximation and computation of arbitrage in frictional foreign exchange market,,11,33.33%,40.00%
Total Balancedness Condition for Steiner Tree Games,Total balancedness condition for Steiner tree games,,3,42.86%,42.86%
A 2-approximation algorithm for path coloring on a restricted class of trees of rings,A 2-approximation algorithm for path coloring on a restricted class of trees of rings,Y Zhou,11,100.00%,100.00%
A new numerical method on American option pricing,A new numerical method on American option pricing,J Shu W Zheng,4,100.00%,100.00%
On computational complexity of membership test in flow games and linear production games,On computational complexity of membership test in flow games and linear production games,X Deng,29,100.00%,100.00%
Center and Distinguisher for Strings with Unbounded Alphabet,Center and distinguisher for strings with unbounded alphabet,L Wang,10,50.00%,50.00%
A PTAS for Minimizing Total Completion Time of Bounded Batch Scheduling,A PTAS for minimizing total completion time of bounded batch scheduling,X Deng,17,36.36%,36.36%
Dynamic Arbitrage‐Free Asset Pricing with Proportional Transaction Costs,Dynamic Arbitrage‐Free Asset Pricing with Proportional Transaction Costs,X Deng,20,100.00%,100.00%
A compromise solution to mutual funds portfolio selection with transaction costs,A compromise solution to mutual funds portfolio selection with transaction costs,X Deng,55,100.00%,100.00%
Non-clairvoyant Multiprocessor Scheduling of Jobs with Changing Execution Characteristics,Non-clairvoyant multiprocessor scheduling of jobs with changing execution characteristics,J Edmonds T Brecht X Deng,52,33.33%,33.33%
On Approximating a Scheduling Problem,On approximating a scheduling problem,P Crescenzi X Deng CH Papadimitriou,54,40.00%,40.00%
Robot Map Verification of a Graph World,Robot map verification of a graph world,E Milios,12,42.86%,42.86%
Totally balanced combinatorial optimization games,Totally balanced combinatorial optimization games,X Deng,54,100.00%,100.00%
Graph Algorithms with Small Communication Costs,Graph algorithms with small communication costs,J Zhou,1,33.33%,33.33%
RANDOMIZED OPTIMAL LIST RANKING ON COARSE-GRAINED PARALLEL COMPUTERS WITH O(log p) COMMUNICATION PHASES,Randomized optimal list ranking on coarse-grained parallel computers with O (log p) communication phases,,3,7.69%,7.14%
Variation of Cramer-Shoup public key scheme,Variation of Cramer-Shoup public key scheme,,4,100.00%,100.00%
A Randomized Algorithm for the Voronoi Diagram of Line Segments on Coarse-Grained Multiprocessors,A randomized algorithm for the Voronoi diagram of line segments on coarse-grained multiprocessors,X Deng,15,46.15%,46.15%
Competitive Implementation of Parallel Programs,Competitive Implementation of Parallel Programs.,X Deng E Koutsoupias,17,80.00%,80.00%
A Randomized Parallel Three-Dimensional Convex Hull Algorithm for Coarse-Grained Multicomputers,A randomized parallel three-dimensional convex hull algorithm for coarse-grained multicomputers,F Dehne A Fabri,11,20.00%,20.00%
On Multiprocessor System Scheduling,On multiprocessor system scheduling,X Deng,30,25.00%,25.00%
Competitive distributed decision-making,Competitive distributed decision-making,CH Papadimitriou,7,100.00%,100.00%
A Lower Bound for Communication in the Crossbar,A lower bound for communication on the crossbar,,1,37.50%,37.50%
Landmark selection strategies for path execution,Landmark selection strategies for path execution,E Milios,12,100.00%,100.00%
Implicit-degrees and circumferences,Implicit-degrees and circumferences,,25,100.00%,100.00%
Learning Local Factor Analysis versus Mixture of Factor Analyzers with Automatic Model Selection,Learning local factor analysis versus mixture of factor analyzers with automatic model selection,L Shi S Tu L Xu,4,30.77%,30.77%
A graph matching algorithm based on concavely regularized convex relaxation,A graph matching algorithm based on concavely regularized convex relaxation,ZY Liu,3,100.00%,100.00%
A comparative study of RPCL and MCE based discriminative training methods for LVCSR,A comparative study of RPCL and MCE based discriminative training methods for LVCSR,S Tu L Xu,3,100.00%,100.00%
Learning Binary Factor Analysis with Automatic Model Selection,Learning binary factor analysis with automatic model selection,S Tu L Xu,3,25.00%,25.00%
"Integrative Hypothesis Test and A5 Formulation: Sample Pairing Delta, Case Control Study, and Boundary Based Statistics","Integrative hypothesis test and A5 formulation: sample pairing delta, case control study, and boundary based statistics",L Xu,2,25.00%,25.00%
Discriminative GMM-HMM Acoustic Model Selection Using Two-Level Bayesian Ying-Yang Harmony Learning,Discriminative GMM-HMM Acoustic Model Selection Using Two-Level Bayesian Ying-Yang Harmony Learning.,S Tu,1,90.91%,90.91%
"Matrix-Variate discriminative analysis, integrative hypothesis testing, and geno-pheno a5 analyzer","Matrix-Variate discriminative analysis, integrative hypothesis testing, and geno-pheno a5 analyzer",L Xu,3,100.00%,100.00%
Transcription Network Analysis by A Sparse Binary Factor Analysis Algorithm,Transcription network analysis by a sparse binary factor analysis algorithm,S Tu,5,20.00%,20.00%
A Weight Regularized Relaxation Based Graph Matching Algorithm,A weight regularized relaxation based graph matching algorithm,ZY Liu L Xu,0,12.50%,12.50%
A Comparative Study of RPCL and MCE Based Discriminative Training Methods for LVCSR,A comparative study of RPCL and MCE based discriminative training methods for LVCSR,S Tu L Xu,3,53.85%,53.85%
An Extended Path Following Algorithm for Graph-Matching Problem,An extended path following algorithm for graph-matching problem,ZY Liu L Xu,46,25.00%,25.00%
A theoretical investigation of several model selection criteria for dimensionality reduction,A theoretical investigation of several model selection criteria for dimensionality reduction,S Tu L Xu,13,100.00%,100.00%
"On essential topics of BYY harmony learning: Current status, challenging issues, and gene analysis applications","On essential topics of BYY harmony learning: Current status, challenging issues, and gene analysis applications",L Xu,24,100.00%,100.00%
"Another perspective of BYY harmony learning: representation in multiple layers, co-decomposition of data covariance matrices, and applications to network biology",Radar HRRP statistical recognition with temporal factor analysis by automatic Bayesian Ying-Yang harmony learning,L Shi L Du L Xu,12,5.00%,7.14%
An investigation of several typical model selection criteria for detecting the number of signals,An investigation of several typical model selection criteria for detecting the number of signals,S Tu L Xu,9,100.00%,100.00%
Parameterizations make different model selections: Empirical findings from factor analysis,Parameterizations make different model selections: Empirical findings from factor analysis,S Tu L Xu,13,100.00%,100.00%
A binary matrix factorization algorithm for protein complex prediction,A binary matrix factorization algorithm for protein complex prediction,S Tu L Xu,11,100.00%,100.00%
Learning Gaussian mixture with automatic model selection:A comparative study on three Bayesian related approaches,Learning Gaussian mixture with automatic model selection: A comparative study on three Bayesian related approaches,L Shi S Tu L Xu,16,92.86%,86.67%
Radar HRRP statistical recognition with temporal factor analysis by automatic Bayesian Ying-Yang harmony learning,Radar HRRP statistical recognition with temporal factor analysis by automatic Bayesian Ying-Yang harmony learning,L Shi L Du L Xu,12,100.00%,100.00%
Discriminative training of GMM-HMM acoustic model by RPCL learning,Discriminative training of GMM-HMM acoustic model by RPCL learning,S Tu L Xu,8,100.00%,100.00%
"Bayesian Ying-Yang system, best harmony learning, and five action circling","Bayesian Ying-Yang system, best harmony learning, and five action circling",L Xu,46,100.00%,100.00%
Machine learning problems from optimization perspective,Machine learning problems from optimization perspective,L Xu,18,100.00%,100.00%
Bayesian Ying-Yang learning on orthogonal binary factor analysis,Bayesian Ying-Yang Learning on Orthogonal Binary Factor Analysis,K Sun L Xu,0,37.50%,37.50%
Canonical Dual Approach to Binary Factor Analysis,Canonical Dual Approach to Binary Factor Analysis.,K Sun S Tu DY Gao L Xu,10,85.71%,85.71%
Theoretical Analysis and Comparison of Several Criteria on Linear Model Dimension Reduction,Theoretical Analysis and Comparison of Several Criteria on Linear Model Dimension Reduction.,S Tu L Xu,5,91.67%,91.67%
Independent Subspaces,Multidisciplinary design optimization based on independent subspaces,GJ Park,38,0.00%,0.00%
Randomized Hough Transform,Randomized hough transform,L Xu E Oja,42,33.33%,33.33%
Combining Classifiers and Learning Mixture-of-Experts,Combining classifiers and learning mixture-of-experts,L Xu S Amari,24,40.00%,40.00%
Bayesian Ying Yang Learning,Bayesian ying yang learning,L Xu,26,25.00%,25.00%
Rival Penalized Competitive Learning,"Rival penalized competitive learning for clustering analysis, RBF net, and curve detection",L Xu A Krzyzak E Oja,787,25.00%,8.33%
"A unified perspective  and new results on RHT computing, mixture based learning, and multi-learner based problem solving","A unified perspective and new results on RHT computing, mixture based learning, and multi-learner based problem solving",L Xu,48,94.44%,100.00%
"One-Bit-Matching Theorem for ICA, Convex-Concave Programming on Polyhedral Set, and Distribution Approximation for Combinatorics","One-bit-matching theorem for ICA, convex-concave programming on polyhedral set, and distribution approximation for combinatorics",L Xu,12,35.71%,35.71%
A Comparative Investigation on Model Selection in Independent Factor Analysis,A comparative investigation on model selection in independent factor analysis,X Hu L Xu,7,30.00%,30.00%
Multisets mixture learning-based ellipse detection,Multisets mixture learning-based ellipse detection,ZY Liu L Xu,26,100.00%,100.00%
Asymptotic convergence properties of the EM algorithm with respect to the overlap in the mixture,Asymptotic convergence properties of the EM algorithm with respect to the overlap in the mixture,L Xu,19,100.00%,100.00%
A Further Result on the ICA One-Bit-Matching Conjecture,A further result on the ICA one-bit-matching conjecture,Z Liu L Xu,11,50.00%,50.00%
"Temporal BYY Encoding, Markovian State Spaces, and Space Dimension Determination","Temporal BYY encoding, Markovian state spaces, and space dimension determination",L Xu,18,40.00%,40.00%
"Advances on BYY Harmony Learning: Information Theoretic Perspective, Generalized Projection Geometry, and Independent Factor Auto-determination","Advances on BYY harmony learning: information theoretic perspective, generalized projection geometry, and independent factor autodetermination",L Xu,53,26.67%,26.67%
Bayesian Ying Yang Learning (I): A Unified Perspective for Statistical Modeling,Bayesian Ying Yang learning (I): a unified perspective for statistical modeling,L Xu,17,45.45%,45.45%
Bayesian Ying Yang Learning (II): A New Mechanism for Model Selection and Regularization,23. Bayesian Ying Yang Learning (II): A New Mechanism for Model Selection and Regularization,L Xu,18,100.00%,92.86%
Arbitrage Pricing Theory Based Gaussian Temporal Factor Analysis for Adaptive Portfolio Management,Arbitrage pricing theory-based Gaussian temporal factor analysis for adaptive portfolio management,L Xu,14,25.00%,27.27%
NFA for Factor Number Determination in APT,NFA for Factor Number Determination in APT,LEI XU,0,100.00%,100.00%
A comparative investigation on subspace dimension determination,A comparative investigation on subspace dimension determination,X Hu L Xu,25,100.00%,100.00%
Investigation on Several Model Selection Criteria for Determining the Number of Cluster,Investigation on several model selection criteria for determining the number of cluster,X Hu L Xu,46,41.67%,41.67%
Investigation on Non-Gaussian Factor Analysis,Investigations on non-Gaussian factor analysis,ZY Liu L Xu,8,20.00%,20.00%
One-Bit-Matching Conjecture for Independent Component Analysis,One-bit-matching conjecture for independent component analysis,ZY Liu L Xu,43,16.67%,16.67%
A gradient BYY harmony learning rule on Gaussian mixture with automated model selection,A gradient BYY harmony learning rule on Gaussian mixture with automated model selection,L Xu,69,100.00%,100.00%
"Data smoothing regularization, multi-sets-learning, and problem solving strategies","Data smoothing regularization, multi-sets-learning, and problem solving strategies",L Xu,44,100.00%,100.00%
"BYY learning, regularized implementation, and model selection on modular networks with one hidden layer of binary units","BYY learning, regularized implementation, and model selection on modular networks with one hidden layer of binary units",L Xu,22,100.00%,100.00%
Independent Component Analysis and Extensions with Noise and Time: A Bayesian Ying-Yang Learning Perspective,Independent component analysis and extensions with noise and time: A Bayesian Ying-Yang learning perspective,L Xu,41,50.00%,50.00%
"BYY harmony learning, structural RPCL, and topological self-organizing on mixture models","BYY harmony learning, structural RPCL, and topological self-organizing on mixture models",L Xu,116,100.00%,100.00%
Stock price and index forecasting by arbitrage pricing theory-based gaussian TFA learning,Stock price and index forecasting by arbitrage pricing theory-based gaussian TFA learning,,3,100.00%,100.00%
Financial APT-based gaussian TFA learning for adaptive portfolio management,Financial apt-based gaussian tfa learning for adaptive portfolio management,L Xu,2,77.78%,77.78%
"BYY Harmony Learning, Independent State Space and Generalized APT Financial Analyses","BYY harmony learning, independent state space, and generalized APT financial analyses",L Xu,87,27.27%,27.27%
"Best Harmony, Unified RPCL and Automated Model Selection for Unsupervised and Supervised Learning on Gaussian Mixtures, ME-RBF Models and Three-Layer Nets","Best harmony, unified RPCL and automated model selection for unsupervised and supervised learning on Gaussian mixtures, three-layer nets and ME-RBF-SVM …",L Xu,95,38.10%,40.00%
A Lagrange Multiplier and Hopfield-Type Barrier Function Method for the Traveling Salesman Problem,A Lagrange multiplier and Hopfield-type barrier function method for the traveling salesman problem,C Dang L Xu,9,38.46%,38.46%
