line,title,author,cited_num,relate,reverse_relate
An unexpected Synthesis of Optical Active Monofluorine-Containing Bicyclic Compounds.,"… Cross-Coupling of the Zinc Reagent of Ethyl 3-Bromo-3, 3-difluoropropionate with Aryl (Alkenyl) Halides: An Efficient Stereoselective Synthesis of β-Fluoro-α, β …",,36,55.56%,15.00%
A suzuki coupling approach to trifluoromethyl derivative of Targretin,A suzuki coupling approach to trifluoromethyl derivative of targretin (LGD 1069),,7,88.89%,72.73%
"Ethyl 3-iodo-4,4,4-trifluoro-2(Z)-butenoate:regio-and stereo-specific preparation and palladium-catalyzed reaction with alkynes.","Ethyl 3-iodo-4, 4, 4-trifluoro-2 (Z)-butenoate: Regio-and stereo-specific preparation and palladium-catalyzed reaction with terminal alkynes",,27,77.78%,50.00%
The first synthesis of trifluoromethylated aryl triflates.,The palladium-catalyzed trifluoromethylation of aryl chlorides,,482,42.86%,50.00%
"The first regiospecific synthesis of 8,8-dimethyl-2H, 8H-[2,3-h]quinoline-2-one and related compounds.","Synthesis of symmetrically substituted 3, 3-dibenzyl-4-hydroxy-3, 4-dihydro-1H-quinolin-2-ones, as novel quinoline derivatives with antibacterial activity",,12,10.00%,7.14%
"A novel synthesis of 9,13-dicis double bonds locked retinoids.","A novel synthesis of 9, 13-dicis double bonds locked retinoids",,9,77.78%,70.00%
A Suzuki coupling approach to double bonds locked analogues of Strobilurin A,A Suzuki coupling approach to double bonds locked analogues of strobilurin A,,16,91.67%,91.67%
Guaranteeing hard real-time traffic with legitimately short deadlines with the timed token protocol,Guaranteeing hard real-time traffic with legitimately short deadlines with the timed token protocol,J Wang,4,100.00%,100.00%
The skin deformation of a 3D virtual human,The skin deformation of a 3D virtual human,,3,100.00%,100.00%
Small-world phenomenon: toward an analytical model for data exchange in Product Lifecycle Management,Small-world phenomenon: toward an analytical model for data exchange in Product Lifecycle Management,,11,100.00%,100.00%
Research on virtual actor action editing and movement control,Research on virtual actor action editing and movement control,,0,100.00%,100.00%
A photo-modeling approach to restituting 3D model data from single 2D imagery for rapid prototyping of artifact products,A photo-modeling approach to restituting 3D model data from single 2D imagery for rapid prototyping of artifact products,,5,100.00%,100.00%
A hierarchical framework for visualising and simulating supply chains in virtual environments,A hierarchical framework for visualising and simulating supply chains in virtual environments,,4,100.00%,100.00%
Realization of reconfigurable virtual environments for virtual testing,Realization of reconfigurable virtual environments for virtual testing,WY Wu,5,100.00%,100.00%
Integration of manufacturing services into virtual environments over the internet,Integration of manufacturing services into virtual environments over the Internet,,5,90.00%,90.00%
Implementing Manufacturing Message Specifications (MMS) within collaborative virtual environments over the Internet,Implementing Manufacturing Message Specifications (MMS) within collaborative virtual environments over the Internet,,21,100.00%,100.00%
A variant approach to constructing and managing virtual manufacturing environments,A variant approach to constructing and managing virtual manufacturing environments,,16,100.00%,100.00%
A methodology management approach to computerized process planning,A methodology management approach to computerized process planning,,7,100.00%,100.00%
The research of a frequency-modulated displacement sensor,The research of a frequency-modulated displacement sensor,G Tian,12,100.00%,100.00%
Process planning with multi-level fuzzy decision-making,Process planning with multi-level fuzzy decision-making,,23,100.00%,100.00%
Adaptive Visual Servoing Using Point and Line Features with an Uncalibrated Eye-in-hand Camera,Adaptive visual servoing using point and line features with an uncalibrated eye-in-hand camera,H Wang,103,30.77%,30.77%
Dynamic modeling and experimental validation for interactive endodontic simulation,Dynamic modeling and experimental validation for interactive endodontic simulation,,12,100.00%,100.00%
Dynamic visual tracking for manipulators using an uncalibrated fixed camera,Dynamic visual tracking for manipulators using an uncalibrated fixed camera,H Wang,72,100.00%,100.00%
Uncalibrated visual servoing of robots using a depth-independent interaction matrix,Uncalibrated visual servoing of robots using a depth-independent interaction matrix,H Wang C Wang,188,100.00%,100.00%
A robust approach for structure from planar motion by stereo image sequence,A robust approach for structure from planar motion by stereo image sequences,,0,91.67%,91.67%
A complete and efficient algorithm for searching for 3-D form-closure grasps in discrete domain,A complete and efficient algorithm for searching 3-D form-closure grasps in the discrete domain,ML Lam D Ding,127,92.86%,100.00%
Cooperative teleoperation of multi-robot systems with force reflection via the Internet,Cooperative teleoperation of a multirobot system with force reflection via internet,IH Elhajj,52,63.64%,63.64%
Dynamic sliding PID control for tracking of robot manipulators: theory and experiments,Dynamic sliding PID control for tracking of robot manipulators: Theory and experiments,V Parra-Vega,218,91.67%,91.67%
Delay-dependent/delay-independent stability of linear systems with multiple time-varying delays,Delay-dependent/delay-independent stability of linear systems with multiple time-varying delays,,38,100.00%,100.00%
Adaptive categorization of ART networks in robot behavior learning using game-theoretic formulation,Adaptive categorization of ART networks in robot behavior learning using game-theoretic formulation,W Fung,33,100.00%,100.00%
Asymptotic trajectory tracking of manipulators using uncalibrated visual feedback,Asymptotic trajectory tracking of manipulators using uncalibrated visual feedback,D Sun,60,100.00%,100.00%
Haptic information in Internet-based teleoperation,Haptic information in internet-based teleoperation,I Elhajj WK Fung WJ Li,141,80.00%,80.00%
Automatic selection of fixturing surfaces and fixturing points for polyhedral workpieces,Automatic selection of fixturing surfaces and fixturing points for polyhedral workpieces,D Ding MY Wang,78,100.00%,100.00%
Computation of 3D form-closure grasps,Computation of 3-D form-closure grasps,D Ding,104,80.00%,80.00%
Computing n-finger form-closure grasp on polygonal objects,Computing n-finger form-closure grasps on polygonal objects,,164,85.71%,85.71%
Stabliziing a flexible beam handled by two manipulators via PD feedback,Stabilizing a flexible beam handled by two manipulators via PD feedback,D Sun,39,90.91%,90.91%
Cooperation control of multiple manipulators with passive joints,Cooperation control of multiple manipulators with passive joints,M Bergerman,101,100.00%,100.00%
Qualitative test and force optimization of 3D frictional form-closure grasps using linear programming,Qualitative test and force optimization of 3-D frictional form-closure grasps using linear programming,,256,92.31%,92.31%
Model-based adaptive hybrid control of manipulators under multiple goemetric constraints,Model-based adaptive hybrid control for manipulators under multiple geometric constraints,,33,80.00%,80.00%
Modeling and impedance control of a two-manipulator system handling a flexible beam,Modeling and impedance control of a two-manipulator system handling a flexible beam,D Sun,62,100.00%,100.00%
Development and application of ultrasonic surgical instruments,Development and application of ultrasonic surgical instruments,D Sun,45,100.00%,100.00%
Distributively controlling two robots handling an object in the task space without any communication,Distributively controlling two robots handling an object in the task space without any communication,,57,100.00%,100.00%
Finding the shortest paths of discs among polygonal obstacles using a radius-independent graph,Finding the shortest path of a disc among polygonal obstacles using a radius-independent graph,,41,92.31%,78.57%
Computation of tangent graph of polygonal obstacles by moving-line processing,Computation of the tangent graph of polygonal obstacles by moving-line processing,,42,100.00%,90.91%
An interval-parameter mean-CVaR two-stage stochastic programming approach for waste management under uncertainty,An interval-parameter mean-CVaR two-stage stochastic programming approach for waste management under uncertainty,,11,100.00%,100.00%
The identification of optimal CO2 emissions-trading strategies based on an inexact two-stage chance-constrained programming approach,The Identification of Optimal Co2 Emissions-Trading Strategies Based on an Inexact Two-Stage Chance-Constrained Programming Approach,Z Wang C Dong,3,26.67%,26.67%
A hybrid fuzzy-stochastic programming method for water trading within an agricultural system,A hybrid fuzzy-stochastic programming method for water trading within an agricultural system,,27,100.00%,100.00%
"An inexact optimization model for energy-environment systems management in the mixed fuzzy, dual-interval and stochastic environment","An inexact optimization model for energy-environment systems management in the mixed fuzzy, dual-interval and stochastic environment",,7,100.00%,100.00%
A hybrid interval-parameter fuzzy robust programming method and its application to filter management strategy in fluid power systems,A hybrid interval-parameter fuzzy robust programming method and its application to filter management strategy in fluid power systems,,1,100.00%,100.00%
An integrated approach for water resources decision making under interactive and compound uncertainties,An integrated approach for water resources decision making under interactive and compound uncertainties,S Wang GH Huang,32,100.00%,100.00%
A Robust Inexact Joint-optimal α cut Interval Type-2 Fuzzy Boundary Linear Programming (RIJ-IT2FBLP) for energy systems planning under uncertainty,A Robust Inexact Joint-optimal α cut Interval Type-2 Fuzzy Boundary Linear Programming (RIJ-IT2FBLP) for energy systems planning under uncertainty,YR Fan,10,100.00%,100.00%
Identification of management strategies for CO2 capture and sequestration under uncertainty through inexact modeling,Identification of management strategies for CO 2 capture and sequestration under uncertainty through inexact modeling,X Zhang,22,92.86%,86.67%
Interval fuzzy robust dynamic programming for nonrenewable energy resources management with chance constraints,Interval fuzzy robust dynamic programming for nonrenewable energy resources management with chance constraints,L Liu,3,100.00%,100.00%
An interval parameter optimization model for sustainable power systems planning under uncertainty,An interval parameter optimization model for sustainable power systems planning under uncertainty,MY Zhai,11,100.00%,100.00%
Planning of regional energy systems: An inexact mixed-integer fractional programming model,Planning of regional energy systems: An inexact mixed-integer fractional programming model,WW Huang GH Huang,34,100.00%,100.00%
An integrated optimization modeling approach for planning emission trading and clean-energy development under uncertainty,An integrated optimization modeling approach for planning emission trading and clean-energy development under uncertainty,,27,100.00%,100.00%
Mathematical modeling for resources and environmental systems,Mathematical modeling for resources and environmental systems,GH Huang,0,100.00%,100.00%
Mathematical modeling for water quality management under interval and fuzzy uncertainties,Mathematical modeling for water quality management under interval and fuzzy uncertainties,,7,100.00%,100.00%
Coupled planning of water resources and agricultural land-use based on an inexact-stochastic programming model,Coupled planning of water resources and agricultural landuse based on an inexact-stochastic programming model,C Dong G Huang,20,92.86%,92.86%
An inexact fuzzy-random-chance-constrained air quality management model,An inexact fuzzy-random-chance-constrained air quality management model,,7,100.00%,100.00%
Electric power system planning under uncertainty using inexact inventory nonlinear programming method,Electric Power System Planning under Uncertainty Using Inexact Inventory Nonlinear Programming Method.,,36,16.67%,16.67%
Modeling for planning municipal electric power systems associated with air pollution control - A case study of Beijing,Modeling for planning municipal electric power systems associated with air pollution control–A case study of Beijing,,14,83.33%,93.75%
A stepwise cluster analysis approach for downscaled climate projection - A Canadian case study,A stepwise cluster analysis approach for downscaled climate projection–A Canadian case study,X Wang G Cheng Y Fan,27,78.57%,100.00%
A factorial-based dynamic analysis method for reservoir operation under fuzzy-stochastic uncertainties,A factorial-based dynamic analysis method for reservoir operation under fuzzy-stochastic uncertainties,YP Li,16,100.00%,100.00%
An inexact robust optimization method for supporting carbon dioxide emissions management in regional electric-power systems,An inexact robust optimization method for supporting carbon dioxide emissions management in regional electric-power systems,C Chen,12,100.00%,100.00%
Inexact chance-constrained waste-load allocation model for water quality management of Xiangxihe River,Inexact chance-constrained waste-load allocation model for water quality management of Xiangxihe River,,13,100.00%,100.00%
Robust fully fuzzy programming with fuzzy set ranking method for environmental systems planning under uncertainty,Robust fully fuzzy programming with fuzzy set ranking method for environmental systems planning under uncertainty,GH Huang L Wang,7,100.00%,100.00%
A stochastic-fuzzy programming model with soften constraints for electricity generation planning with greenhouse-gas abatement,A stochastic‐fuzzy programming model with soften constraints for electricity generation planning with greenhouse‐gas abatement,,7,85.71%,85.71%
"Inexact quadratic joint-probabilistic programming for water quality management under uncertainty in the Xiangxi River, China","Inexact quadratic joint-probabilistic programming for water quality management under uncertainty in the Xiangxi River, China",,13,100.00%,100.00%
Inexact stochastic dynamic programming method and application to water resources management in Shandong China under uncertainty,Inexact stochastic dynamic programming method and application to water resources management in Shandong China under uncertainty,,10,100.00%,100.00%
Simulation-based variance components analysis for characterization of interaction effects of random factors on trichloroethylene vapor transport in unsaturated porous media,Simulation-based variance components analysis for characterization of interaction effects of random factors on trichloroethylene vapor transport in unsaturated porous …,S Wang GH Huang,6,90.00%,94.74%
An inexact fuzzy programming approach for power coal blending,An inexact fuzzy programming approach for power coal blending,C Dong,22,100.00%,100.00%
An interval-parameter two-stage stochastic fuzzy program with type-2 membership functions: An application to water resources management,An interval-parameter two-stage stochastic fuzzy program with type-2 membership functions: an application to water resources management,S Wang GH Huang,20,93.75%,100.00%
Interval multistage joint-probabilistic integer programming approach for water resources allocation and management,Interval multistage joint-probabilistic integer programming approach for water resources allocation and management,,11,100.00%,100.00%
Dynamic stochastic fractional programming for sustainable management of electric power systems,Dynamic stochastic fractional programming for sustainable management of electric power systems,,30,100.00%,100.00%
Generalized fuzzy linear programming for decision making under uncertainty: Feasibility of fuzzy solutions and solving approach,Generalized fuzzy linear programming for decision making under uncertainty: Feasibility of fuzzy solutions and solving approach,YR Fan,43,100.00%,100.00%
"An inexact two-stage stochastic programming model for water resources management in Nansihu Lake Basin, China","An inexact two-stage stochastic programming model for water resources management in Nansihu Lake Basin, China",W Li JB Li,31,100.00%,100.00%
"Energy systems planning and GHG-emission control under uncertainty in the province of Liaoning, China: A dynamic inexact energy systems optimization model","Energy systems planning and GHG-emission control under uncertainty in the province of Liaoning, China–A dynamic inexact energy systems optimization model",J Liu,9,90.48%,95.00%
Development of optimal water-resources management strategies for Kaidu-kongque watershed under multiple uncertainties,Development of optimal water-resources management strategies for kaidu-kongque watershed under multiple uncertainties,,4,91.67%,91.67%
A hybrid interval-robust optimization model for water quality management,A hybrid interval–robust optimization model for water quality management,,8,88.89%,88.89%
An inventory-theory-based inexact multistage stochastic programming model for water resources management,An inventory-theory-based inexact multistage stochastic programming model for water resources management,YR Fan Z Li,6,100.00%,100.00%
Interactive fuzzy boundary interval programming for air quality management under uncertainty,Interactive fuzzy boundary interval programming for air quality management under uncertainty,S Wang GH Huang,19,100.00%,100.00%
"Seeking optimal groundwater pumping strategies at Pinggu District in Beijing, China","Seeking optimal groundwater pumping strategies at Pinggu District in Beijing, China",,2,100.00%,100.00%
Planning carbon emission trading for Beijing's electric power systems under dual uncertainties,Planning carbon emission trading for Beijing's electric power systems under dual uncertainties,,30,100.00%,100.00%
Effect of different buffer agents on in-vessel composting of food waste: Performance analysis and comparative study,Effect of different buffer agents on in-vessel composting of food waste: Performance analysis and comparative study,S Li H Yu,14,100.00%,100.00%
"Inexact joint-probabilistic chance-constrained programming with left-hand-side randomness: An application to solid waste management,",Inexact joint-probabilistic chance-constrained programming with left-hand-side randomness: an application to solid waste management,,22,84.62%,84.62%
Inexact two-stage stochastic credibility constrained programming for water quality management,Inexact two-stage stochastic credibility constrained programming for water quality management,Z Li,42,100.00%,100.00%
Improved solubilities of PAHs by multi-component Gemini surfactant systems with different spacer lengths,Improved solubilities of PAHs by multi-component Gemini surfactant systems with different spacer lengths,S Wang S Zhao,26,100.00%,100.00%
A robust risk analysis method for water resources allocation under uncertainty,A robust risk analysis method for water resources allocation under uncertainty,C Chen,17,100.00%,100.00%
Optimization of the industrial structure facing sustainable development in resource-based city subjected to water resources under uncertainty,Optimization of the industrial structure facing sustainable development in resource-based city subjected to water resources under uncertainty,,18,100.00%,100.00%
Risk assessment of agricultural irrigation water under interval functions,Risk assessment of agricultural irrigation water under interval functions,,12,100.00%,100.00%
Risk analysis and management for water resources systems,Risk analysis and management for water resources systems,,10,100.00%,100.00%
A dual two-stage stochastic model for flood management with inexact-integer analysis under multiple uncertainties,A dual two-stage stochastic model for flood management with inexact-integer analysis under multiple uncertainties,,4,100.00%,100.00%
Development of an optimization model for water resources systems planning,Development of an optimization model for water resources systemsplanning,ZF Yang,3,80.00%,88.89%
Fuzzy two-stage non-point source pollution management model for agricultural systems - A case study for the Lake Tai Basin,"Fuzzy two-stage non-point source pollution management model for agricultural systems—A case study for the Lake Tai Basin, China",,16,78.95%,83.33%
Development of climate change projections for small watersheds using multi-model ensemble simulation and stochastic weather generation,Development of climate change projections for small watersheds using multi-model ensemble simulation and stochastic weather generation,H Zhang,10,100.00%,100.00%
A coupled factorial-analysis-based interval programming approach and its application to air quality management,A coupled factorial-analysis-based interval programming approach and its application to air quality management,S Wang GH Huang,12,100.00%,100.00%
A scenario-based modeling approach for emergency evacuation management and risk analysis under multiple uncertainties,A scenario-based modeling approach for emergency evacuation management and risk analysis under multiple uncertainties,,23,100.00%,100.00%
A two-stage mixed-integer fuzzy programming with interval-valued membership functions approach for flood-diversion planning,A two-stage mixed-integer fuzzy programming with interval-valued membership functions approach for flood-diversion planning,S Wang GH Huang,31,100.00%,100.00%
Multi-source multi-sector sustainable water supply under multiple uncertainties: An inexact fuzzy-stochastic quadratic programming approach,Multi-source multi-sector sustainable water supply under multiple uncertainties: an inexact fuzzy-stochastic quadratic programming approach,,26,92.86%,92.86%
"Gemini micellar enhanced ultrafiltration (GMEUF) process for the treatment of phenol wastewater,",Gemini micellar enhanced ultrafiltration (GMEUF) process for the treatment of phenol wastewater,W Zhang,31,91.67%,91.67%
A queue-based interval-fuzzy programming approach for electric-power systems planning,A queue-based interval-fuzzy programming approach for electric-power systems planning,,15,100.00%,100.00%
A sequential factorial analysis approach to characterize the effects of uncertainties for supporting air quality management,A sequential factorial analysis approach to characterize the effects of uncertainties for supporting air quality management,S Wang GH Huang,24,100.00%,100.00%
A solution to the water resources crisis in wetlands: Development of a scenario-based modeling approach with uncertain features,A solution to the water resources crisis in wetlands: development of a scenario-based modeling approach with uncertain features,,13,94.44%,94.44%
Establishment of channel networks in a digital elevation model of the prairie region through hydrological correction and geomorphological assessment,Establishment of channel networks in a digital elevation model of the prairie region through hydrological correction and geomorphological assessment,H Zhang,10,100.00%,100.00%
Robust planning of energy management systems with environmental and constraint-conservative considerations under multiple uncertainties,Robust planning of energy management systems with environmental and constraint-conservative considerations under multiple uncertainties,C Dong,54,100.00%,100.00%
Water resources management under multi-parameter interactions: A factorial multi-stage stochastic programming approach,Water resources management under multi-parameter interactions: A factorial multi-stage stochastic programming approach,,33,100.00%,100.00%
"A robust approach for planning electric power systems associated with environmental policy analysis,",A robust approach for planning electric power systems associated with environmental policy analysis,,23,92.31%,92.31%
Stepwise adsorption of phenanthrene at the fly ash-water interface as affected by solution chemistry: Experimental and modeling studies,Stepwise adsorption of phenanthrene at the fly ash–water interface as affected by solution chemistry: experimental and modeling studies,,33,88.89%,88.89%
An integrated multi-level watershed-reservoir modeling system for examining hydrological and biogeochemical processes in small prairie watersheds,An integrated multi-level watershed-reservoir modeling system for examining hydrological and biogeochemical processes in small prairie watersheds,H Zhang X Zhang,14,100.00%,100.00%
Agricultural water management under uncertainty using minimax relative-regret analysis method,Agricultural water management under uncertainty using minimax relative regret analysis method,,6,90.00%,81.82%
Robust planning of environmental management systems with adjustable conservativeness under compound uncertainty,Robust planning of environmental management systems with adjustable conservativeness under compound uncertainty,,10,100.00%,100.00%
Removal of phenol from synthetic waste water using Gemini Micellar-Enhanced ultrafiltration (GMEUF),Removal of phenol from synthetic waste water using Gemini micellar-enhanced ultrafiltration (GMEUF),W Zhang H Li,32,91.67%,91.67%
Development of a clusterwise-linear-regression-based forecasting system for characterizing DNAPL dissolution behaviors in porous media,Development of a clusterwise-linear-regression-based forecasting system for characterizing DNAPL dissolution behaviors in porous media,S Wang GH Huang,18,100.00%,100.00%
Evaluation of remedial options for a benzene-contaminated site through a simulation-based fuzzy-MCDA approach,Evaluation of remedial options for a benzene-contaminated site through a simulation-based fuzzy-MCDA approach,YR Fan,25,100.00%,100.00%
Integer fuzzy credibility constrained programming for power system management,Integer fuzzy credibility constrained programming for power system management,,34,100.00%,100.00%
Performance of in-vessel composting of food waste in the presence of coal ash and uric acid,Performance of in-vessel composting of food waste in the presence of coal ash and uric acid,,44,100.00%,100.00%
An inexact optimization modeling approach for supporting energy systems planning and air pollution mitigation in Beijing City,An inexact optimization modeling approach for supporting energy systems planning and air pollution mitigation in Beijing city,C Dong,73,94.12%,94.12%
"Simulation-based inexact rough-interval programming for agricultural irrigation management: A case study in the Yongxin County, China","Simulation-based inexact rough-interval programming for agricultural irrigation management: a case study in the Yongxin County, China",,16,93.75%,93.75%
Robust interval linear programming for environmental decision making under uncertainty,Robust interval linear programming for environmental decision making under uncertainty,YR Fan,21,100.00%,100.00%
Inexact two-phase fuzzy programming and its application to municipal solid waste management,Inexact two-phase fuzzy programming and its application to municipal solid waste management,,17,100.00%,100.00%
Influence of uric acid amendment on the in-vessel process of composting composite food waste,Influence of uric acid amendment on the in‐vessel process of composting composite food waste,S Li H Yu,4,92.86%,92.86%
Development of an interval multi-stage stochastic programming model for regional energy systems planning and GHG emission control under uncertainty,Development of an interval multi‐stage stochastic programming model for regional energy systems planning and GHG emission control under uncertainty,Y Chen,8,94.74%,94.74%
An uncertain energy planning model under carbon taxes,An uncertain energy planning model under carbon taxes,Y Xu,3,100.00%,100.00%
Robust interval quadratic programming and its application to waste management under uncertainty,Robust interval quadratic programming and its application to waste management under uncertainty,,4,100.00%,100.00%
A modeling approach for investigating climate change impacts on renewable energy utilization,A modeling approach for investigating climate change impacts on renewable energy utilization,L Liu,15,100.00%,100.00%
Modelling to generate alternative policies in highly uncertain environments: An application to municipal solid waste management planning,Modelling to generate alternative policies in highly uncertain environments: an application to municipal solid waste management planning,,26,94.12%,94.12%
Efficient management of air quality considering fuzzy confidences with varied reliabilities,Efficient management of air quality considering fuzzy confidences with varied reliabilities,C Chen,8,100.00%,100.00%
A generalized fuzzy linear programming approach for environmental management problem under uncertainty,A generalized fuzzy linear programming approach for environmental management problem under uncertainty,Y Fan,20,100.00%,100.00%
Development of an interval-based evacuation management model in response to nuclear-power plant accident,Development of an interval-based evacuation management model in response to nuclear-power plant accident,YP Li XW Wang,14,100.00%,100.00%
An interval mixed-integer non-linear programming model to support regional electric power systems planning with CO2 capture and storage under uncertainty,An interval mixed-integer non-linear programming model to support regional electric power systems planning with CO2 capture and storage under uncertainty,XQ Wang,3,100.00%,100.00%
Climate change impacts on Ontario wind power resource,Climate change impacts on Ontario wind power resource,,10,100.00%,100.00%
Inexact de novo programming for agricultural irrigation system planning,Inexact De Novo Programming for Agricultural Irrigation System Planning,,0,22.22%,22.22%
"Two-stage inexact-probabilistic programming model for water quality management,",Two-stage inexact-probabilistic programming model for water quality management,Y Li,7,87.50%,87.50%
Effects of aeration parameters on effluent quality and membrane fouling in a submerged membrane bioreactor using Box–Behnken response surface methodology,Effects of aeration parameters on effluent quality and membrane fouling in a submerged membrane bioreactor using Box–Behnken response surface methodology,,28,100.00%,100.00%
Kinetic and equilibrium studies on the adsorption of calcium lignosulfonate from aqueous solution by coal fly ash,Kinetic and equilibrium studies on the adsorption of calcium lignosulfonate from aqueous solution by coal fly ash,H Li W Zhang,24,100.00%,100.00%
An interval full-infinite programming approach for energy systems planning under multiple uncertainties,An interval full-infinite programming approach for energy systems planning under multiple uncertainties,,15,100.00%,100.00%
Hybrid inexact optimization approach with data envelopment analysis for environment management and planning in the city of Beijing,"Hybrid inexact optimization approach with data envelopment analysis for environment management and planning in the city of Beijing, China",Z Liu,9,94.44%,89.47%
A hybrid waste-flow allocation model considering multiple stage and interval–fuzzy chance constraints,A hybrid waste-flow allocation model considering multiple stage and interval–fuzzy chance constraints,C Dong,6,100.00%,100.00%
A fuzzy-parameterised stochastic modelling system for predicting multiphase subsurface transport under dual uncertainties,A fuzzy-parameterised stochastic modelling system for predicting multiphase subsurface transport under dual uncertainties,GH Huang,0,100.00%,100.00%
Sensitive and renewable picloram immunosensor based onparamagnetic immobilisation,Sensitive and renewable picloram immunosensor based on paramagnetic immobilisation,Y Zhang,6,87.50%,77.78%
Generation of a multi-qubit W entangled state through spatially separated semiconductor quantum-dot-molecules in cavity-quantum electrodynamics arrays,Generation of a multi-qubit W entangled state through spatially separated semiconductor quantum-dot-molecules in cavity-quantum electrodynamics arrays,Y Wu,8,100.00%,100.00%
Formation and ultraslow propagation of infrared solitons in graphene under an external magnetic field,Formation and ultraslow propagation of infrared solitons in graphene under an external magnetic field,C Ding,36,100.00%,100.00%
Optical bistability and four-wave mixing with a single nitrogen-vacancy center coupled to a photonic crystal nanocavity in the weak-coupling regime,Optical bistability and four-wave mixing with a single nitrogen-vacancy center coupled to a photonic crystal nanocavity in the weak-coupling regime,C Ding,4,100.00%,100.00%
Optical eigenmode imaging with a sparse constraint,Optical eigenmode imaging with a sparse constraint,W Wang Y Wu,3,100.00%,100.00%
Silicon optical diode based on cascaded photonic crystal cavities,Silicon optical diode based on cascaded photonic crystal cavities,,30,100.00%,100.00%
Dipole-induced high-order sideband comb employing a quantum dot strongly coupled to a photonic crystal cavity via a waveguide,Dipole-induced high-order sideband comb employing a quantum dot strongly coupled to a photonic crystal cavity via a waveguide,Y Wu,8,100.00%,100.00%
Tunable higher-order sideband spectra in a waveguide-coupled photonic crystal molecule beyond the weak-excitation approximation,Tunable higher-order sideband spectra in a waveguide-coupled photonic crystal molecule beyond the weak-excitation approximation,Y Wu,9,100.00%,100.00%
Nanosecond-pulse-controlled higher-order sideband comb in a GaAs optomechanical disk resonator in the non-perturbative regime,Nanosecond-pulse-controlled higher-order sideband comb in a GaAs optomechanical disk resonator in the non-perturbative regime,LG Si X Yang,21,100.00%,100.00%
Optomechanically induced transparency in the mechanical-mode splitting regime,Optomechanically induced transparency in the mechanical-mode splitting regime,LG Si X Yang,13,100.00%,100.00%
Achieving maximum entanglement between two nitrogen-vacancy centers coupling to a whispering-gallery-mode microresonator,Achieving maximum entanglement between two nitrogen-vacancy centers coupling to a whispering-gallery-mode microresonator,Y Wu,17,100.00%,100.00%
Carrier-envelope phase-dependent effect of high-order sideband generation in ultrafast driven optomechanical system,Carrier-envelope phase-dependent effect of high-order sideband generation in ultrafast driven optomechanical system,LG Si XY Lü X Yang,50,100.00%,100.00%
Achieving three-dimensional entanglement between two spatially separated atoms by using the quantum Zeno effect,Achieving three-dimensional entanglement between two spatially separated atoms by using the quantum Zeno effect,Y Wu,16,100.00%,100.00%
Propagation of magnetically controllable lasers and magneto-optic dual switching using nitrogen-vacancy centers in diamond,Propagation of magnetically controllable lasers and magneto-optic dual switching using nitrogen-vacancy centers in diamond,Y Wu,6,100.00%,100.00%
Creation of quantum entanglement with two separate diamond nitrogen vacancy centers coupled to a photonic molecule,Creation of quantum entanglement with two separate diamond nitrogen vacancy centers coupled to a photonic molecule,Y Wu,7,100.00%,100.00%
Generation of long-time maximum entanglement between two dipole emitters via a hybrid photonic-plasmonic resonator,Generation of long-time maximum entanglement between two dipole emitters via a hybrid photonic-plasmonic resonator,Y Wu,14,100.00%,100.00%
High-precision atom localization via controllable spontaneous emission in a cycle-configuration atomic system,High-precision atom localization via controllable spontaneous emission in a cycle-configuration atomic system,C Ding,37,100.00%,100.00%
Generation of Greenberger-Horne-Zeilinger state of distant diamond nitrogen-vacancy centers via nanocavity input-output process,Generation of Greenberger-Horne-Zeilinger state of distant diamond nitrogen-vacancy centers via nanocavity input-output process,XY Lü Y Wu,29,100.00%,100.00%
Second-harmonic generation of cylindrical electromagnetic waves propagating in an inhomogeneous and nonlinear medium,Second-harmonic generation of cylindrical electromagnetic waves propagating in an inhomogeneous and nonlinear medium,LG Si C Ding,15,100.00%,100.00%
Higher-order sidebands in optomechanically induced transparency,Higher-order sidebands in optomechanically induced transparency,LG Si X Yang,79,100.00%,100.00%
Quantum-criticality-induced strong Kerr nonlinearities in optomechanical systems,Quantum-criticality-induced strong Kerr nonlinearities in optomechanical systems,XY Lü WM Zhang Y Wu F Nori,66,100.00%,100.00%
Solutions of the cylindrical nonlinear Maxwell equations,Solutions of the cylindrical nonlinear Maxwell equations,LG Si C Ding XY Lü,15,100.00%,100.00%
Classical theory of cylindrical nonlinear optics: Sum-and difference-frequency generation,Classical theory of cylindrical nonlinear optics: Sum-and difference-frequency generation,LG Si C Ding,15,100.00%,100.00%
Acoustic solitary wave and breather in molecular magnets via electromagnetically induced transparency,Acoustic solitary wave and breather in molecular magnets via electromagnetically induced transparency,JB Liu Y Wu,13,100.00%,100.00%
Effective Two-State Model and NOON States for Double-Well Bose–Einstein Condensates in Strong-Interaction Regime,Effective Two-State Model and NOON States for Double-Well Bose-Einstein Condensates in Strong-Interaction Regime,W Ying,4,92.31%,92.31%
Matched soliton pairs of four-wave mixing in molecular magnets,Matched soliton pairs of four-wave mixing in molecular magnets,Y Wu,45,100.00%,100.00%
Weak-Coupling Theory for Semiclassical Periodically Driven Two-Level Systems: Beyond Rotating-Wave Approximation,Weak-Coupling Theory for Semiclassical Periodically Driven Two-Level Systems: Beyond Rotating-Wave Approximation,W Ying,3,100.00%,100.00%
