line,title,author,cited_num,relate,reverse_relate
Non-enzymatic-browning-reaction: a versatile route for production of nitrogen-doped carbon dots with tunable multicolor luminescent display.,Non-enzymatic-browning-reaction: a versatile route for production of nitrogen-doped carbon dots with tunable multicolor luminescent display,W Wei L Wu J Ren,107,93.33%,93.33%
"Ionic liquids as precursors for highly luminescent, surface-different nitrogen-doped carbon dots used for label-free detection of Cu2+/Fe3+ and cell imaging.","Ionic liquids as precursors for highly luminescent, surface-different nitrogen-doped carbon dots used for label-free detection of Cu 2+/Fe 3+ and cell imaging",M Li J Ren,99,90.00%,81.82%
Nanoceria-triggered synergetic drug release based on CeO(2) -capped mesoporous silica host-guest interactions and switchable enzymatic activity and cellular effects of CeO(2).,Nanoceria‐Triggered Synergetic Drug Release Based on CeO2‐Capped Mesoporous Silica Host–Guest Interactions and Switchable Enzymatic Activity and Cellular …,Y Lin L Wu W Wei,43,14.29%,17.65%
Aptamer-directed synthesis of multifunctional lanthanide-doped porous nanoprobes for targeted imaging and drug delivery.,Aptamer‐Directed Synthesis of Multifunctional Lanthanide‐Doped Porous Nanoprobes for Targeted Imaging and Drug Delivery,L Zhou Z Li J Ren,17,23.08%,23.08%
3D graphene oxide-polymer hydrogel: near-infrared light-triggered active scaffold for reversible cell capture and on-demand release.,3D Graphene Oxide–Polymer Hydrogel: Near‐Infrared Light‐Triggered Active Scaffold for Reversible Cell Capture and On‐Demand Release,J Ren,80,20.00%,20.00%
A thermo-driven DNA zipper.,A thermo-driven DNA zipper,Y Lin J Ren,0,75.00%,75.00%
Photodegradation of β-sheet amyloid fibrils associated with Alzheimer's disease by using polyoxometalates as photocatalysts.,Photodegradation of β-sheet amyloid fibrils associated with Alzheimer's disease by using polyoxometalates as photocatalysts,M Li J Ren,23,92.86%,92.86%
Targeting human telomeric higher-order DNA: dimeric G-quadruplex units serve as preferred binding site.,Targeting human telomeric higher-order DNA: dimeric G-quadruplex units serve as preferred binding site,L Wu J Ren,53,92.31%,92.31%
A Pt-nanoparticle electrocatalytic assay used for PCR-free sensitive telomerase detection.,A Pt-nanoparticle electrocatalytic assay used for PCR-free sensitive telomerase detection,L Wu J Ren,9,90.00%,90.00%
Fluorescent protein capped mesoporous nanoparticles for intracellular drug delivery and imaging.,Fluorescent protein capped mesoporous nanoparticles for intracellular drug delivery and imaging,M Li J Ren,15,90.91%,90.91%
Molecular crowding-facilitated synthesis of DNA-templated Ag nanoclusters with enhanced fluorescence emission and quantum yield.,Molecular crowding-facilitated synthesis of DNA-templated Ag nanoclusters with enhanced fluorescence emission and quantum yield,J Ren,9,92.86%,92.86%
Combination delivery of antigens and CpG by lanthanides-based core-shell nanoparticles for enhanced immune response and dual-mode imaging.,Combination Delivery of Antigens and CpG by Lanthanides‐Based Core‐Shell Nanoparticles for Enhanced Immune Response and Dual‐Mode Imaging,Z Li J Ren,14,41.18%,41.18%
Self-assembled peptide-polyoxometalate hybrid nanospheres: two in one enhances targeted inhibition of amyloid β-peptide aggregation associated with Alzheimer's disease.,Self‐Assembled Peptide–Polyoxometalate Hybrid Nanospheres: Two in One Enhances Targeted Inhibition of Amyloid β‐Peptide Aggregation Associated with …,M Li L Wu J Ren,41,11.11%,12.50%
Direct visualization of gastrointestinal tract with lanthanide-doped BaYbF5 upconversion nanoprobes.,Direct visualization of gastrointestinal tract with lanthanide-doped BaYbF 5 upconversion nanoprobes,Z Liu J Ren,33,80.00%,72.73%
Contrasting modulation of enzyme activity exhibited by graphene oxide and reduced graphene.,Contrasting modulation of enzyme activity exhibited by graphene oxide and reduced graphene,J Ren,16,100.00%,91.67%
Functional polypyrrole-silica composites as photothermal agents for targeted killing of bacteria.,Functional polypyrrole–silica composites as photothermal agents for targeted killing of bacteria,M Li J Ren,24,81.82%,81.82%
Metallization of plasmid DNA for efficient gene delivery.,Metallization of plasmid DNA for efficient gene delivery,J Ren,13,87.50%,87.50%
Lighting up left-handed Z-DNA: photoluminescent carbon dots induce DNA B to Z transition and perform DNA logic operations.,Lighting up left-handed Z-DNA: photoluminescent carbon dots induce DNA B to Z transition and perform DNA logic operations,L Feng J Ren,26,94.44%,94.44%
Highly photoluminescent amino-functionalized graphene quantum dots used for sensing copper ions.,Highly Photoluminescent Amino‐Functionalized Graphene Quantum Dots Used for Sensing Copper Ions,H Sun L Wu J Ren W Wei,107,18.18%,18.18%
Lighting up silica nanotubes transcribed from the submicron structure of a metal-peptide hybrid.,Lighting up silica nanotubes transcribed from the submicron structure of a metal–peptide hybrid,J Ren,2,84.62%,84.62%
"Photosensitizer-incorporated quadruplex DNA-gated nanovechicles for light-triggered, targeted dual drug delivery to cancer cells.","Photosensitizer‐Incorporated Quadruplex DNA‐Gated Nanovechicles for Light‐Triggered, Targeted Dual Drug Delivery to Cancer Cells",L Zhou J Ren,40,15.38%,15.38%
Light controlled reversible inversion of nanophosphor-stabilized Pickering emulsions for biphasic enantioselective biocatalysis.,Light controlled reversible inversion of nanophosphor-stabilized pickering emulsions for biphasic enantioselective biocatalysis,Z Chen L Zhou,81,83.33%,83.33%
Graphene-mesoporous silica-dispersed palladium nanoparticles-based probe carrier platform for electrocatalytic sensing of telomerase activity at less than single-cell level.,Graphene‐Mesoporous Silica‐Dispersed Palladium Nanoparticles‐Based Probe Carrier Platform for Electrocatalytic Sensing of Telomerase Activity at Less Than …,L Wu H Sun J Ren,9,16.67%,18.75%
G-Quadruplex binding enantiomers show chiral selective interactions with human telomere.,G-Quadruplex binding enantiomers show chiral selective interactions with human telomere,J Ren,29,90.00%,90.00%
DNA-regulated upconverting nanoparticle signal transducers for multivalued logic operation.,DNA‐Regulated Upconverting Nanoparticle Signal Transducers for Multivalued Logic Operation,J Ren,14,11.11%,11.11%
Graphene platform used for electrochemically discriminating DNA triplex.,Graphene platform used for electrochemically discriminating DNA triplex,L Feng J Ren,10,87.50%,87.50%
Multiconfigurable logic gates based on fluorescence switching in adaptive coordination polymer nanoparticles.,Multiconfigurable logic gates based on fluorescence switching in adaptive coordination polymer nanoparticles,J Ren,51,91.67%,91.67%
Biocompatible and high-performance amino acids-capped MnWO4 nanocasting as a novel non-lanthanide contrast agent for X-ray computed tomography and T(1)-weighted magnetic resonance imaging.,Biocompatible and high-performance amino acids-capped MnWO 4 nanocasting as a novel non-lanthanide contrast agent for X-ray computed tomography and T 1 …,Z Liu J Ren,19,77.27%,80.95%
Near-infrared upconversion controls photocaged cell adhesion.,Near-infrared upconversion controls photocaged cell adhesion,J Ren,83,83.33%,83.33%
Reduced graphene oxide upconversion nanoparticle hybrid for electrochemiluminescent sensing of a prognostic indicator in early-stage cancer.,Reduced Graphene Oxide Upconversion Nanoparticle Hybrid for Electrochemiluminescent Sensing of a Prognostic Indicator in Early‐Stage Cancer,L Wu J Ren,33,31.25%,31.25%
One-step nucleotide-programmed growth of porous upconversion nanoparticles: application to cell labeling and drug delivery.,One-step nucleotide-programmed growth of porous upconversion nanoparticles: application to cell labeling and drug delivery,L Zhou Z Liu J Ren,42,92.86%,92.86%
Visual detection of telomerase activity with a tunable dynamic range by using a gold nanoparticle probe-based hybridization protection strategy.,Visual detection of telomerase activity with a tunable dynamic range by using a gold nanoparticle probe-based hybridization protection strategy,L Wu J Ren,27,94.74%,94.74%
Non-enzymatic-browning-reaction: a versatile route for production of nitrogen-doped carbon dots with tunable multicolor luminescent display.,Non-enzymatic-browning-reaction: a versatile route for production of nitrogen-doped carbon dots with tunable multicolor luminescent display,W Wei L Wu J Ren,107,93.33%,93.33%
"Ionic liquids as precursors for highly luminescent, surface-different nitrogen-doped carbon dots used for label-free detection of Cu2+/Fe3+ and cell imaging.","Ionic liquids as precursors for highly luminescent, surface-different nitrogen-doped carbon dots used for label-free detection of Cu 2+/Fe 3+ and cell imaging",M Li J Ren,99,90.00%,81.82%
Nanoceria-triggered synergetic drug release based on CeO(2) -capped mesoporous silica host-guest interactions and switchable enzymatic activity and cellular effects of CeO(2).,Nanoceria‐Triggered Synergetic Drug Release Based on CeO2‐Capped Mesoporous Silica Host–Guest Interactions and Switchable Enzymatic Activity and Cellular …,Y Lin L Wu W Wei,43,14.29%,17.65%
Aptamer-directed synthesis of multifunctional lanthanide-doped porous nanoprobes for targeted imaging and drug delivery.,Aptamer‐Directed Synthesis of Multifunctional Lanthanide‐Doped Porous Nanoprobes for Targeted Imaging and Drug Delivery,L Zhou Z Li J Ren,17,23.08%,23.08%
3D graphene oxide-polymer hydrogel: near-infrared light-triggered active scaffold for reversible cell capture and on-demand release.,3D Graphene Oxide–Polymer Hydrogel: Near‐Infrared Light‐Triggered Active Scaffold for Reversible Cell Capture and On‐Demand Release,J Ren,80,20.00%,20.00%
A thermo-driven DNA zipper.,A thermo-driven DNA zipper,Y Lin J Ren,0,75.00%,75.00%
Photodegradation of β-sheet amyloid fibrils associated with Alzheimer's disease by using polyoxometalates as photocatalysts.,Photodegradation of β-sheet amyloid fibrils associated with Alzheimer's disease by using polyoxometalates as photocatalysts,M Li J Ren,23,92.86%,92.86%
Targeting human telomeric higher-order DNA: dimeric G-quadruplex units serve as preferred binding site.,Targeting human telomeric higher-order DNA: dimeric G-quadruplex units serve as preferred binding site,L Wu J Ren,53,92.31%,92.31%
A Pt-nanoparticle electrocatalytic assay used for PCR-free sensitive telomerase detection.,A Pt-nanoparticle electrocatalytic assay used for PCR-free sensitive telomerase detection,L Wu J Ren,9,90.00%,90.00%
Fluorescent protein capped mesoporous nanoparticles for intracellular drug delivery and imaging.,Fluorescent protein capped mesoporous nanoparticles for intracellular drug delivery and imaging,M Li J Ren,15,90.91%,90.91%
Molecular crowding-facilitated synthesis of DNA-templated Ag nanoclusters with enhanced fluorescence emission and quantum yield.,Molecular crowding-facilitated synthesis of DNA-templated Ag nanoclusters with enhanced fluorescence emission and quantum yield,J Ren,9,92.86%,92.86%
Combination delivery of antigens and CpG by lanthanides-based core-shell nanoparticles for enhanced immune response and dual-mode imaging.,Combination Delivery of Antigens and CpG by Lanthanides‐Based Core‐Shell Nanoparticles for Enhanced Immune Response and Dual‐Mode Imaging,Z Li J Ren,14,41.18%,41.18%
Self-assembled peptide-polyoxometalate hybrid nanospheres: two in one enhances targeted inhibition of amyloid β-peptide aggregation associated with Alzheimer's disease.,Self‐Assembled Peptide–Polyoxometalate Hybrid Nanospheres: Two in One Enhances Targeted Inhibition of Amyloid β‐Peptide Aggregation Associated with …,M Li L Wu J Ren,41,11.11%,12.50%
Direct visualization of gastrointestinal tract with lanthanide-doped BaYbF5 upconversion nanoprobes.,Direct visualization of gastrointestinal tract with lanthanide-doped BaYbF 5 upconversion nanoprobes,Z Liu J Ren,33,80.00%,72.73%
Contrasting modulation of enzyme activity exhibited by graphene oxide and reduced graphene.,Contrasting modulation of enzyme activity exhibited by graphene oxide and reduced graphene,J Ren,16,100.00%,91.67%
Functional polypyrrole-silica composites as photothermal agents for targeted killing of bacteria.,Functional polypyrrole–silica composites as photothermal agents for targeted killing of bacteria,M Li J Ren,24,81.82%,81.82%
Metallization of plasmid DNA for efficient gene delivery.,Metallization of plasmid DNA for efficient gene delivery,J Ren,13,87.50%,87.50%
Lighting up left-handed Z-DNA: photoluminescent carbon dots induce DNA B to Z transition and perform DNA logic operations.,Lighting up left-handed Z-DNA: photoluminescent carbon dots induce DNA B to Z transition and perform DNA logic operations,L Feng J Ren,26,94.44%,94.44%
Highly photoluminescent amino-functionalized graphene quantum dots used for sensing copper ions.,Highly Photoluminescent Amino‐Functionalized Graphene Quantum Dots Used for Sensing Copper Ions,H Sun L Wu J Ren W Wei,107,18.18%,18.18%
Lighting up silica nanotubes transcribed from the submicron structure of a metal-peptide hybrid.,Lighting up silica nanotubes transcribed from the submicron structure of a metal–peptide hybrid,J Ren,2,84.62%,84.62%
"Photosensitizer-incorporated quadruplex DNA-gated nanovechicles for light-triggered, targeted dual drug delivery to cancer cells.","Photosensitizer‐Incorporated Quadruplex DNA‐Gated Nanovechicles for Light‐Triggered, Targeted Dual Drug Delivery to Cancer Cells",L Zhou J Ren,40,15.38%,15.38%
Hydrophobic anticancer drug delivery by a 980 nm laser-driven photothermal vehicle for efficient synergistic therapy of cancer cells in vivo.,Hydrophobic Anticancer Drug Delivery by a 980 nm Laser‐Driven Photothermal Vehicle for Efficient Synergistic Therapy of Cancer Cells In Vivo,Z Liu J Ren,152,35.00%,35.00%
One-step DNA-programmed growth of CpG conjugated silver nanoclusters: a potential platform for simultaneous enhanced immune response and cell imaging.,One-step DNA-programmed growth of CpG conjugated silver nanoclusters: a potential platform for simultaneous enhanced immune response and cell imaging,J Ren,24,94.74%,94.74%
Lanthanide-based hollow mesoporous nanoparticles: a novel multifunctional platform for simultaneous gene delivery and cell imaging.,Lanthanide-based hollow mesoporous nanoparticles: a novel multifunctional platform for simultaneous gene delivery and cell imaging,J Ren,16,93.33%,93.33%
"Self-assembled, functionalized graphene and DNA as a universal platform for colorimetric assays.","Self-assembled, functionalized graphene and DNA as a universal platform for colorimetric assays",Y Lin J Ren,54,91.67%,91.67%
Polycations-functionalized water-soluble gold nanoclusters: a potential platform for simultaneous enhanced gene delivery and cell imaging.,Polycations-functionalized water-soluble gold nanoclusters: a potential platform for simultaneous enhanced gene delivery and cell imaging,J Ren,30,93.33%,93.33%
"Near-infrared-controlled, targeted hydrophobic drug-delivery system for synergistic cancer therapy.","Near‐Infrared‐Controlled, Targeted Hydrophobic Drug‐Delivery System for Synergistic Cancer Therapy",J Ren,22,11.11%,11.11%
Highly sensitive electrochemiluminescent cytosensing using carbon nanodot@Ag hybrid material and graphene for dual signal amplification.,Highly sensitive electrochemiluminescent cytosensing using carbon nanodot@ Ag hybrid material and graphene for dual signal amplification,L Wu J Ren,65,86.67%,81.25%
Near-infrared- and pH-responsive system for reversible cell adhesion using graphene/gold nanorods functionalized with i-motif DNA.,Near‐Infrared‐and pH‐Responsive System for Reversible Cell Adhesion using Graphene/Gold Nanorods Functionalized with i‐Motif DNA,J Ren,55,20.00%,21.43%
PEGylated hybrid ytterbia nanoparticles as high-performance diagnostic probes for in vivo magnetic resonance and X-ray computed tomography imaging with low systemic toxicity.,PEGylated hybrid ytterbia nanoparticles as high-performance diagnostic probes for in vivo magnetic resonance and X-ray computed tomography imaging with low …,Z Liu J Liu J Ren,26,86.36%,95.00%
Carbon dots prepared by hydrothermal treatment of dopamine as an effective fluorescent sensing platform for the label-free detection of iron(III) ions and dopamine.,Carbon Dots Prepared by Hydrothermal Treatment of Dopamine as an Effective Fluorescent Sensing Platform for the Label‐Free Detection of Iron (III) Ions and …,J Ren,282,34.78%,34.78%
Luminescent carbon dot-gated nanovehicles for pH-triggered intracellular controlled release and imaging.,Luminescent carbon dot-gated nanovehicles for pH-triggered intracellular controlled release and imaging,L Zhou J Ren,89,90.91%,90.91%
A dual fluorometric and colorimetric sensor for dopamine based on BSA-stabilized Au nanoclusters.,A dual fluorometric and colorimetric sensor for dopamine based on BSA-stabilized Aunanoclusters,Y Lin J Ren,117,84.62%,91.67%
Mesoporous silica-encapsulated gold nanoparticles as artificial enzymes for self-activated cascade catalysis.,Mesoporous silica-encapsulated gold nanoparticles as artificial enzymes for self-activated cascade catalysis,Y Lin Z Chen J Ren,62,90.91%,90.91%
Nucleic acid-mesoporous silica nanoparticle conjugates for keypad lock security operation.,Nucleic acid–mesoporous silica nanoparticle conjugates for keypad lock security operation,J Ren,23,80.00%,80.00%
Ionic liquid as an efficient modulator on artificial enzyme system: toward the realization of high-temperature catalytic reactions.,Ionic liquid as an efficient modulator on artificial enzyme system: toward the realization of high-temperature catalytic reactions,Y Lin J Ren,48,94.12%,94.12%
"Long-circulating Gd(2)O(3):Yb(3+), Er(3+) up-conversion nanoprobes as high-performance contrast agents for multi-modality imaging.","Long-circulating Gd 2 O 3: Yb 3+, Er 3+ up-conversion nanoprobes as high-performance contrast agents for multi-modality imaging",Z Liu J Ren,97,75.00%,50.00%
"Ag nanoparticle-decorated graphene quantum dots for label-free, rapid and sensitive detection of Ag+ and biothiols.","Ag nanoparticle-decorated graphene quantum dots for label-free, rapid and sensitive detection of Ag+ and biothiols",H Sun J Ren,149,93.33%,93.33%
Improvement of photoluminescence of graphene quantum dots with a biocompatible photochemical reduction pathway and its bioimaging application.,Improvement of photoluminescence of graphene quantum dots with a biocompatible photochemical reduction pathway and its bioimaging application,H Sun L Wu J Ren,128,94.12%,94.12%
In situ monitoring Alzheimer's disease β-amyloid aggregation and screening of Aβ inhibitors using a perylene probe.,In Situ Monitoring Alzheimer's Disease β‐Amyloid Aggregation and Screening of Aβ Inhibitors Using a Perylene Probe,M Li J Ren,15,37.50%,37.50%
Identification of polyoxometalates as inhibitors of basic fibroblast growth factor.,Identification of polyoxometalates as inhibitors of basic fibroblast growth factor,J Ren,14,90.00%,90.00%
G-quadruplexes form ultrastable parallel structures in deep eutectic solvent.,G-quadruplexes form ultrastable parallel structures in deep eutectic solvent,J Ren,20,88.89%,88.89%
Bioresponsive hyaluronic acid-capped mesoporous silica nanoparticles for targeted drug delivery.,Bioresponsive Hyaluronic Acid‐Capped Mesoporous Silica Nanoparticles for Targeted Drug Delivery,Z Chen Y Lin J Ren,79,20.00%,20.00%
Silver metallization engineered conformational switch of G-quadruplex for fluorescence turn-on detection of biothiols.,Silver metallization engineered conformational switch of G-quadruplex for fluorescence turn-on detection of biothiols,Z Chen Y Lin J Ren,26,92.31%,92.31%
Exonuclease-aided amplification for label-free and fluorescence turn-on DNA detection based on aggregation-induced quenching.,Exonuclease-aided amplification for label-free and fluorescence turn-on DNA detection based on aggregation-induced quenching,Y Lin J Ren,46,92.31%,92.31%
"Using thermally regenerable cerium oxide nanoparticles in biocomputing to perform label-free, resettable, and colorimetric logic operations.","Using Thermally Regenerable Cerium Oxide Nanoparticles in Biocomputing to Perform Label‐free, Resettable, and Colorimetric Logic Operations",Y Lin J Ren,35,25.00%,25.00%
Aptamer-capped multifunctional mesoporous strontium hydroxyapatite nanovehicle for cancer-cell-responsive drug delivery and imaging.,Aptamer-capped multifunctional mesoporous strontium hydroxyapatite nanovehicle for cancer-cell-responsive drug delivery and imaging,Z Liu J Ren,33,91.67%,91.67%
Speeding up a bidirectional DNA walking device.,Speeding up a bidirectional DNA walking device,J Ren,15,85.71%,85.71%
Natural DNA-modified graphene/Pd nanoparticles as highly active catalyst for formic acid electro-oxidation and for the Suzuki reaction.,Natural DNA-modified graphene/Pd nanoparticles as highly active catalyst for formic acid electro-oxidation and for the Suzuki reaction,L Wu J Ren,77,94.12%,94.12%
effect of underlayer thin films on the surface-enhanced Raman scattering response of Ag nanorods substrates,The effect of underlayer thin films on the surface-enhanced Raman scattering response of Ag nanorod substrates,Y Zhao,38,93.33%,87.50%
Effect of magnetic field on the visible light emission of V2O5 nanorods,Effect of magnetic field on the visible light emission of  nanorods,,28,91.67%,91.67%
Nanostructured VO2 photocatalysts for hydrogen production,Nanostructured VO2 photocatalysts for hydrogen production,Y Wang L Ci,118,100.00%,100.00%
Tuning the field emission properties of tungsten oxide nanorods,Tuning the Field‐Emission Properties of Tungsten Oxide Nanorods,X Su,113,33.33%,37.50%
Substrate-site selective growth of carbon nanotubes by chemical vapor deposition,Substrate-site selective growth of aligned carbon nanotubes,G Ramanath,252,60.00%,85.71%
Se2(B2O7): A New Type of Second-Order NLO Material,Se2 (B2O7): a new type of second-order NLO material,SP Huang,214,25.00%,22.22%
"Structures and luminescent properties of lanthanide phosphonates, Coord.",Structures and luminescent properties of lanthanide phosphonates,,297,75.00%,85.71%
Explorations of New Types of Second-Order NLO Materials in the Cd(Zn)-VV-TeIV-O Systems,"Theoretical study of the electronic structure, chemical bonding and optical properties of KNbO3 in the paraelectric cubic phase",CMI Okoye,230,41.67%,22.22%
"Syntheses, Structural Studies and Magnetic Properties of Divalent Cu and Co Selenites with Organic Constituents","Syntheses, structural studies, and magnetic properties of divalent Cu and Co selenites with organic constituents",AV Prosvirin,21,46.67%,46.67%
"New Types of Blue, Red or Near IR Luminescent Phosphonate-decorated Lanthanide Oxalates","New Types of Blue, Red or Near IR Luminescent Phosphonate‐Decorated Lanthanide Oxalates",,126,91.67%,91.67%
"New types of layered and pillared layered metal carboxylate-phosphonates based on the 4,4??-bipyridine ligand","New Types of Layered and Pillared Layered Metal Carboxylate-Phosphonates Based on the 4, 4 '-Bipyridine Ligand",KR Dunbar,151,35.71%,31.25%
Coating diamond-like carbon films on polymer substrates by inductively coupled plasma assisted sputtering,Coating diamond-like carbon films on polymer substrates by inductively coupled plasma assisted sputtering,A Hirose,7,100.00%,100.00%
Design and implementation of fast charging circuit for repetitive compact torus injector,Design and implementation of fast charging circuit for repetitive compact torus injector,,3,100.00%,100.00%
Plasma current sustainment after iron core saturation in the STOR-M tokamak,Plasma current sustainment after iron core saturation in the STOR-M tokamak,,7,100.00%,100.00%
Plasma confinement modification and convective transport suppression in the scrape-off layer using additional gas puffing in the STOR-M tokamak,Plasma confinement modification and convective transport suppression in the scrape-off layer using additional gas puffing in the STOR-M tokamak,,4,100.00%,100.00%
Effects of compact torus injection on toroidal flow in the STOR-M tokamak,Effects of compact torus injection on toroidal flow in the STOR-M tokamak,,8,100.00%,100.00%
Simultaneous ion temperature and flow measurements using a retarding field analyzer in the HL-2A tokamak,Simultaneous ion temperature and flow measurements using a retarding field analyzer in the HL-2A tokamak,,5,100.00%,100.00%
Features of the repetition frequency of edge localized modes in EAST,Features of the repetition frequency of edge localized modes in EAST,M Jiang,0,100.00%,100.00%
Characteristics of edge-localized modes in the experimental advanced superconducting tokamak (EAST),Characteristics of edge-localized modes in the experimental advanced superconducting tokamak (EAST),M Jiang,13,100.00%,100.00%
Control of magnetic islands in the STOR-M tokamak using resonant helical fields,Control of magnetic islands in the STOR-M tokamak using resonant helical fields,A Hirose,19,100.00%,100.00%
Numerical simulations of the soft X-ray signals for determination of radial locations of the magnetic islands in the STOR-M tokamak,Numerical simulations of the soft X-ray signals for determination of radial locations of the magnetic islands in the STOR-M tokamak,A Hirose,3,100.00%,100.00%
A Dip Structure in the Intrinsic Toroidal Rotation Near the Edge of the Ohmic Plasmas in EAST,A Dip Structure in the Intrinsic Toroidal Rotation Near the Edge of the Ohmic Plasmas in EAST,V Naulin,14,100.00%,100.00%
Measurement of neutral gas temperature in inductively coupled plasmas,Measurement of neutral gas temperature in inductively coupled plasmas,H Li AK Singh,5,100.00%,100.00%
Determination of radial location of rotating magnetic islands by use of poloidal soft x-ray detector arrays in the STOR-M tokamak.,Determination of radial location of rotating magnetic islands by use of poloidal soft x-ray detector arrays in the STOR-M tokamak,,9,95.00%,95.00%
The effects of bias polarity on diamond deposition by hot-filament chemical vapor deposition,The effects of bias polarity on diamond deposition by hot-filament chemical vapor deposition,W Chen A Moewes,4,100.00%,100.00%
Fast reciprocating probe system on the EAST superconducting tokamak,Fast reciprocating probe system on the EAST superconducting tokamak,,53,100.00%,100.00%
Ultrathin W-Al dual interlayer approach to depositing smooth and adherent nanocrystalline diamond films on stainless steel.,Ultrathin W− Al dual interlayer approach to depositing smooth and adherent nanocrystalline diamond films on stainless steel,Y Tang Q Yang J Maley,28,87.50%,82.35%
Plasma flow measurements in improved modes on STOR-M and CASTOR tokamaks,Plasma flow measurements in improved modes on STOR-M and CASTOR tokamaks,A Hirose,0,100.00%,100.00%
Repetitive operation of the University of Saskatchewan Compact Torus Injector,Repetitive operation of the University of Saskatchewan compact torus injector,A Hirose,3,70.00%,70.00%
Growth and adhesion failure of diamond thin films deposited on stainless steel with ultra-thin dual metal interlayers,Growth and adhesion failure of diamond thin films deposited on stainless steel with ultra-thin dual metal interlayers,A Hirose,29,100.00%,100.00%
Retarding field energy analyzer for the Saskatchewan Torus-Modified plasma boundary.,Retarding field energy analyzer for the Saskatchewan Torus–Modified plasma boundary,,13,80.00%,80.00%
Diamagnetic measurements in the STOR-M tokamak by a flux loop system exterior to the vacuum vessel.,Diamagnetic measurements in the STOR-M tokamak by a flux loop system exterior to the vacuum vessel,,3,93.75%,93.75%
Diamagnetic measurements in the STOR-M tokamak by a flux loop system exterior to the vacuum vessel.,Diamagnetic measurements in the STOR-M tokamak by a flux loop system exterior to the vacuum vessel,,3,93.75%,93.75%
Plasma enhanced diamond deposition on steel and Si substrates,Plasma enhanced diamond deposition on steel and Si substrates,YS Li W Chen,1,100.00%,100.00%
Al-enhanced low temperature deposition of diamond thin films on hetero-substrates,Al-enhanced low temperature deposition of diamond thin films on hetero-substrates,YS Li A Hirose,2,100.00%,100.00%
Diamond deposition on steel substrates with an Al interlayer,Diamond deposition on steel substrates with an Al interlayer,A Hirose,30,100.00%,100.00%
Design and initial operation of multichord soft x-ray detection arrays on the STOR-M tokamak.,Design and initial operation of multichord soft x-ray detection arrays on the STOR-M tokamak a,C Paz-Soldan,12,92.86%,86.67%
Recent Results from the STORM Tokamak,Approach to high compression in inertial fusion,,54,0.00%,0.00%
Performance of the university of saskatchewan compact torus injector with curved acceleration electrodes.,Performance of the university of saskatchewan compact torus injector with curved acceleration electrodes,A Hirose,2,92.31%,92.31%
"Simultaneous evolution of plasma rotation, radial electric field, MHD activity and plasma confinement in the STORM tokamak","Simultaneous evolution of plasma rotation, radial electric field, MHD activity and plasma confinement in the STOR-M tokamak",A Hirose,24,94.12%,94.12%
Effect of various alloying elements on diamond growth on Fe–Cr steels,Effect of various alloying elements on diamond growth on Fe–Cr steels,A Hirose,15,100.00%,100.00%
Field electron emission characteristics of chemical vapour deposition diamond films with controlled sp 2 phase concentration,Field electron emission characteristics of chemical vapour deposition diamond films with controlled sp2 phase concentration,A Hirose,23,87.50%,93.33%
Heavy-ion beam probe diagnostics for the STOR-M tokamak: numerical simulations and design features,Heavy-ion beam probe diagnostics for the STOR-M tokamak: numerical simulations and design features,,0,100.00%,100.00%
Synthesis and field electron emission characteristics of diamond multilayer films grown by graphite etching,Synthesis and field electron emission characteristics of diamond multilayer films grown by graphite etching,A Hirose,7,100.00%,100.00%
Diamond Growth on a Si Substrate With Ceramic Interlayers,Diamond growth on a Si substrate with ceramic interlayers,A Hirose,8,44.44%,44.44%
Transformation of carbon nanotubes to diamond in microwave hydrogen plasma,Transformation of carbon nanotubes to diamond in microwave hydrogen plasma,A Hirose,14,100.00%,100.00%
Effects of hydrogen flow rate on the growth and field electron emission characteristics of diamond thin films synthesized through graphite etching,Effects of hydrogen flow rate on the growth and field electron emission characteristics of diamond thin films synthesized through graphite etching,A Hirose,12,100.00%,100.00%
Effects of nickel thin films on nucleation and growth of diamond on silicon substrates,Effects of nickel thin films on nucleation and growth of diamond on silicon substrates,A Hirose,6,100.00%,100.00%
Anomalous transport in tokamaks: examples of its suppression,Anomalous transport in tokamaks: examples of its suppression,A Hirose,0,100.00%,100.00%
Investigation of Plasma Equilibrium in the Saskatchewan Torus‐Modified (STOR‐M) during Alternating Current Operation,Investigation of Plasma Equilibrium in the Saskatchewan Torus‐Modified (STOR‐M) during Alternating Current Operation,AK Singh,1,100.00%,100.00%
Plasma-enhanced Deposition of Nano-Structured Carbon Films,Plasma-enhanced deposition of nano-structured carbon films,A Hirose,12,33.33%,33.33%
Tangential and Vertical Compact Torus Injection Experiments on the STOR-M Tokamak,Tangential and vertical compact torus injection experiments on the STOR-M tokamak,,7,45.45%,45.45%
Nonlinear Fowler–Nordheim plots of the field electron emission from graphitic nanocones: influence of non-uniform field enhancement factors,Nonlinear Fowler–Nordheim plots of the field electron emission from graphitic nanocones: influence of non-uniform field enhancement factors,A Hirose,21,100.00%,100.00%
Controlled Synthesis of Tungsten and Tungsten Oxide Nanorod Films,Controlled synthesis of tungsten and tungsten oxide nanorod films,W Chen,0,33.33%,33.33%
Field electron emission of carbon-based nanocone films,Field electron emission of carbon-based nanocone films,A Hirose,17,100.00%,100.00%
